Number,Label,Length_px
76,FR_NTR1_C1_M_WING_5.tif,789.098
77,FR_NTR1_C1_M_WING_6.tif,996.539
78,FR_NTR1_C1_M_WING_7.tif,828.836
79,FR_NTR1_C1_M_WING_8.tif,1011.569
80,FR_NTR1_C1_M_WING_9.tif,1025.002
81,FR_NTR1_C2_F_FEMUR_1.tif,223.6
82,FR_NTR1_C2_F_FEMUR_10.tif,218.449
83,FR_NTR1_C2_F_FEMUR_11.tif,182.88
84,FR_NTR1_C2_F_FEMUR_12.tif,184.878
85,FR_NTR1_C2_F_FEMUR_13.tif,236.449
86,FR_NTR1_C2_F_FEMUR_14.tif,212.398
87,FR_NTR1_C2_F_FEMUR_15.tif,226.179
88,FR_NTR1_C2_F_FEMUR_16.tif,242.563
89,FR_NTR1_C2_F_FEMUR_17.tif,13.153
90,FR_NTR1_C2_F_FEMUR_18.tif,258.938
91,FR_NTR1_C2_F_FEMUR_19.tif,236.907
92,FR_NTR1_C2_F_FEMUR_2.tif,276.407
93,FR_NTR1_C2_F_FEMUR_20.tif,226.566
94,FR_NTR1_C2_F_FEMUR_3.tif,244.641
95,FR_NTR1_C2_F_FEMUR_4.tif,215.205
96,FR_NTR1_C2_F_FEMUR_5.tif,211.464
97,FR_NTR1_C2_F_FEMUR_6.tif,270.934
98,FR_NTR1_C2_F_FEMUR_7.tif,250.569
99,FR_NTR1_C2_F_FEMUR_8.tif,250.002
100,FR_NTR1_C2_F_FEMUR_9.tif,233.694
81,FR_NTR1_C2_F_HEAD_1.tif,336.309
82,FR_NTR1_C2_F_HEAD_10.tif,305.66
83,FR_NTR1_C2_F_HEAD_11.tif,373.872
84,FR_NTR1_C2_F_HEAD_12.tif,298.082
85,FR_NTR1_C2_F_HEAD_13.tif,384.303
86,FR_NTR1_C2_F_HEAD_14.tif,361.425
87,FR_NTR1_C2_F_HEAD_15.tif,359.173
88,FR_NTR1_C2_F_HEAD_16.tif,407.156
89,FR_NTR1_C2_F_HEAD_17.tif,337.38
90,FR_NTR1_C2_F_HEAD_18.tif,359.573
91,FR_NTR1_C2_F_HEAD_19.tif,376.697
92,FR_NTR1_C2_F_HEAD_2.tif,372.877
93,FR_NTR1_C2_F_HEAD_20.tif,373.837
94,FR_NTR1_C2_F_HEAD_3.tif,381.656
95,FR_NTR1_C2_F_HEAD_4.tif,364.161
96,FR_NTR1_C2_F_HEAD_5.tif,369.481
97,FR_NTR1_C2_F_HEAD_6.tif,388.388
98,FR_NTR1_C2_F_HEAD_7.tif,363.688
99,FR_NTR1_C2_F_HEAD_8.tif,364.071
100,FR_NTR1_C2_F_HEAD_9.tif,374.509
81,FR_NTR1_C2_F_TARSUS_1.tif,82.492
82,FR_NTR1_C2_F_TARSUS_10.tif,73.007
1,FR_NTR1_C2_F_TARSUS_11.tif,91.761
2,FR_NTR1_C2_F_TARSUS_12.tif,59.093
3,FR_NTR1_C2_F_TARSUS_13.tif,82.298
4,FR_NTR1_C2_F_TARSUS_14.tif,82.079
5,FR_NTR1_C2_F_TARSUS_15.tif,77.337
6,FR_NTR1_C2_F_TARSUS_16.tif,85.147
7,FR_NTR1_C2_F_TARSUS_17.tif,75.802
8,FR_NTR1_C2_F_TARSUS_18.tif,82.801
9,FR_NTR1_C2_F_TARSUS_19.tif,79.712
10,FR_NTR1_C2_F_TARSUS_2.tif,81.584
11,FR_NTR1_C2_F_TARSUS_20.tif,76.007
12,FR_NTR1_C2_F_TARSUS_3.tif,81.394
13,FR_NTR1_C2_F_TARSUS_4.tif,66.03
14,FR_NTR1_C2_F_TARSUS_5.tif,80.056
15,FR_NTR1_C2_F_TARSUS_6.tif,82.28
16,FR_NTR1_C2_F_TARSUS_7.tif,71.281
17,FR_NTR1_C2_F_TARSUS_8.tif,79.906
18,FR_NTR1_C2_F_TARSUS_9.tif,65.795
81,FR_NTR1_C2_F_THORAX_1.tif,390.779
82,FR_NTR1_C2_F_THORAX_10.tif,340.196
83,FR_NTR1_C2_F_THORAX_11.tif,396.247
84,FR_NTR1_C2_F_THORAX_12.tif,295.083
85,FR_NTR1_C2_F_THORAX_13.tif,431.603
86,FR_NTR1_C2_F_THORAX_14.tif,375.353
87,FR_NTR1_C2_F_THORAX_15.tif,422.916
88,FR_NTR1_C2_F_THORAX_16.tif,444.303
89,FR_NTR1_C2_F_THORAX_17.tif,340.024
90,FR_NTR1_C2_F_THORAX_18.tif,439.52
91,FR_NTR1_C2_F_THORAX_19.tif,413.165
92,FR_NTR1_C2_F_THORAX_2.tif,427.781
93,FR_NTR1_C2_F_THORAX_20.tif,417.135
94,FR_NTR1_C2_F_THORAX_3.tif,406.133
95,FR_NTR1_C2_F_THORAX_4.tif,403.708
96,FR_NTR1_C2_F_THORAX_5.tif,395.101
97,FR_NTR1_C2_F_THORAX_6.tif,446.351
98,FR_NTR1_C2_F_THORAX_7.tif,384.021
99,FR_NTR1_C2_F_THORAX_8.tif,436.757
100,FR_NTR1_C2_F_THORAX_9.tif,402.631
81,FR_NTR1_C2_F_TIBIA_1.tif,189.694
82,FR_NTR1_C2_F_TIBIA_10.tif,183.172
83,FR_NTR1_C2_F_TIBIA_11.tif,192.065
84,FR_NTR1_C2_F_TIBIA_12.tif,172.734
85,FR_NTR1_C2_F_TIBIA_13.tif,207.74
86,FR_NTR1_C2_F_TIBIA_14.tif,192.315
87,FR_NTR1_C2_F_TIBIA_15.tif,196.087
88,FR_NTR1_C2_F_TIBIA_16.tif,212.002
89,FR_NTR1_C2_F_TIBIA_17.tif,185.981
90,FR_NTR1_C2_F_TIBIA_18.tif,211.454
91,FR_NTR1_C2_F_TIBIA_19.tif,191.003
92,FR_NTR1_C2_F_TIBIA_2.tif,204.475
93,FR_NTR1_C2_F_TIBIA_20.tif,200.803
94,FR_NTR1_C2_F_TIBIA_3.tif,207.634
95,FR_NTR1_C2_F_TIBIA_4.tif,191.024
96,FR_NTR1_C2_F_TIBIA_5.tif,191.635
97,FR_NTR1_C2_F_TIBIA_6.tif,226.524
98,FR_NTR1_C2_F_TIBIA_7.tif,211.858
99,FR_NTR1_C2_F_TIBIA_8.tif,207.002
100,FR_NTR1_C2_F_TIBIA_9.tif,188.152
81,FR_NTR1_C2_F_WING_1.tif,816.63
82,FR_NTR1_C2_F_WING_10.tif,744.387
83,FR_NTR1_C2_F_WING_11.tif,888.536
84,FR_NTR1_C2_F_WING_12.tif,681.657
85,FR_NTR1_C2_F_WING_13.tif,936.154
86,FR_NTR1_C2_F_WING_14.tif,865.668
87,FR_NTR1_C2_F_WING_15.tif,877.041
88,FR_NTR1_C2_F_WING_16.tif,957.079
89,FR_NTR1_C2_F_WING_17.tif,12.042
90,FR_NTR1_C2_F_WING_18.tif,905.552
91,FR_NTR1_C2_F_WING_19.tif,931.945
92,FR_NTR1_C2_F_WING_2.tif,920.555
93,FR_NTR1_C2_F_WING_20.tif,882.069
94,FR_NTR1_C2_F_WING_3.tif,952.575
95,FR_NTR1_C2_F_WING_4.tif,876.119
96,FR_NTR1_C2_F_WING_5.tif,873.856
97,FR_NTR1_C2_F_WING_6.tif,964.216
98,FR_NTR1_C2_F_WING_7.tif,845.6
99,FR_NTR1_C2_F_WING_8.tif,876.977
100,FR_NTR1_C2_F_WING_9.tif,882.263
101,FR_NTR1_C2_M_FEMUR_1.tif,237.844
102,FR_NTR1_C2_M_FEMUR_10.tif,235.595
103,FR_NTR1_C2_M_FEMUR_11.tif,251.962
104,FR_NTR1_C2_M_FEMUR_12.tif,228.862
105,FR_NTR1_C2_M_FEMUR_13.tif,275.051
106,FR_NTR1_C2_M_FEMUR_14.tif,235.213
107,FR_NTR1_C2_M_FEMUR_15.tif,215.761
108,FR_NTR1_C2_M_FEMUR_16.tif,238.872
109,FR_NTR1_C2_M_FEMUR_17.tif,233.041
110,FR_NTR1_C2_M_FEMUR_18.tif,243.091
111,FR_NTR1_C2_M_FEMUR_19.tif,212.25
112,FR_NTR1_C2_M_FEMUR_2.tif,246.13
113,FR_NTR1_C2_M_FEMUR_20.tif,243.403
114,FR_NTR1_C2_M_FEMUR_3.tif,246.175
115,FR_NTR1_C2_M_FEMUR_4.tif,243.824
116,FR_NTR1_C2_M_FEMUR_5.tif,243.082
117,FR_NTR1_C2_M_FEMUR_6.tif,261.63
118,FR_NTR1_C2_M_FEMUR_7.tif,208.655
119,FR_NTR1_C2_M_FEMUR_8.tif,252.335
120,FR_NTR1_C2_M_FEMUR_9.tif,195.346
101,FR_NTR1_C2_M_HEAD_1.tif,377.023
102,FR_NTR1_C2_M_HEAD_10.tif,351.438
103,FR_NTR1_C2_M_HEAD_11.tif,364.671
104,FR_NTR1_C2_M_HEAD_12.tif,338.999
105,FR_NTR1_C2_M_HEAD_13.tif,408.832
106,FR_NTR1_C2_M_HEAD_14.tif,337.215
107,FR_NTR1_C2_M_HEAD_15.tif,321.503
108,FR_NTR1_C2_M_HEAD_16.tif,355.035
109,FR_NTR1_C2_M_HEAD_17.tif,337.38
110,FR_NTR1_C2_M_HEAD_18.tif,366.727
111,FR_NTR1_C2_M_HEAD_19.tif,298.391
112,FR_NTR1_C2_M_HEAD_2.tif,366.96
113,FR_NTR1_C2_M_HEAD_20.tif,367.229
114,FR_NTR1_C2_M_HEAD_3.tif,338.325
115,FR_NTR1_C2_M_HEAD_4.tif,360.251
116,FR_NTR1_C2_M_HEAD_5.tif,357.997
117,FR_NTR1_C2_M_HEAD_6.tif,326.055
118,FR_NTR1_C2_M_HEAD_7.tif,312.642
119,FR_NTR1_C2_M_HEAD_8.tif,360.323
120,FR_NTR1_C2_M_HEAD_9.tif,313.461
19,FR_NTR1_C2_M_TARSUS_1.tif,74.733
20,FR_NTR1_C2_M_TARSUS_10.tif,72.945
21,FR_NTR1_C2_M_TARSUS_11.tif,61.057
22,FR_NTR1_C2_M_TARSUS_12.tif,66.483
23,FR_NTR1_C2_M_TARSUS_13.tif,70.029
24,FR_NTR1_C2_M_TARSUS_14.tif,56.143
25,FR_NTR1_C2_M_TARSUS_15.tif,61.131
26,FR_NTR1_C2_M_TARSUS_16.tif,72.111
27,FR_NTR1_C2_M_TARSUS_17.tif,72.111
28,FR_NTR1_C2_M_TARSUS_18.tif,71.176
29,FR_NTR1_C2_M_TARSUS_19.tif,61.033
30,FR_NTR1_C2_M_TARSUS_2.tif,72.801
31,FR_NTR1_C2_M_TARSUS_20.tif,80.498
32,FR_NTR1_C2_M_TARSUS_3.tif,66.731
33,FR_NTR1_C2_M_TARSUS_4.tif,69.029
34,FR_NTR1_C2_M_TARSUS_5.tif,63.953
35,FR_NTR1_C2_M_TARSUS_6.tif,66.219
36,FR_NTR1_C2_M_TARSUS_7.tif,64.07
37,FR_NTR1_C2_M_TARSUS_8.tif,72.346
38,FR_NTR1_C2_M_TARSUS_9.tif,68
101,FR_NTR1_C2_M_THORAX_1.tif,390.232
102,FR_NTR1_C2_M_THORAX_10.tif,384.187
103,FR_NTR1_C2_M_THORAX_11.tif,375.693
104,FR_NTR1_C2_M_THORAX_12.tif,362.774
105,FR_NTR1_C2_M_THORAX_13.tif,446.327
106,FR_NTR1_C2_M_THORAX_14.tif,349.143
107,FR_NTR1_C2_M_THORAX_15.tif,345.371
108,FR_NTR1_C2_M_THORAX_16.tif,336.69
109,FR_NTR1_C2_M_THORAX_17.tif,366.809
110,FR_NTR1_C2_M_THORAX_18.tif,443.696
111,FR_NTR1_C2_M_THORAX_19.tif,366.197
112,FR_NTR1_C2_M_THORAX_2.tif,376.3
113,FR_NTR1_C2_M_THORAX_20.tif,400.712
114,FR_NTR1_C2_M_THORAX_3.tif,354.97
115,FR_NTR1_C2_M_THORAX_4.tif,368.143
116,FR_NTR1_C2_M_THORAX_5.tif,360.014
117,FR_NTR1_C2_M_THORAX_6.tif,345.88
118,FR_NTR1_C2_M_THORAX_7.tif,315.539
119,FR_NTR1_C2_M_THORAX_8.tif,394.24
120,FR_NTR1_C2_M_THORAX_9.tif,332.962
101,FR_NTR1_C2_M_TIBIA_1.tif,197.585
102,FR_NTR1_C2_M_TIBIA_10.tif,214.947
103,FR_NTR1_C2_M_TIBIA_11.tif,207.386
104,FR_NTR1_C2_M_TIBIA_12.tif,184.003
105,FR_NTR1_C2_M_TIBIA_13.tif,232.215
106,FR_NTR1_C2_M_TIBIA_14.tif,191.024
107,FR_NTR1_C2_M_TIBIA_15.tif,155.242
108,FR_NTR1_C2_M_TIBIA_16.tif,194.24
109,FR_NTR1_C2_M_TIBIA_17.tif,196.977
110,FR_NTR1_C2_M_TIBIA_18.tif,213.6
111,FR_NTR1_C2_M_TIBIA_19.tif,178.751
112,FR_NTR1_C2_M_TIBIA_2.tif,199.078
113,FR_NTR1_C2_M_TIBIA_20.tif,209.411
114,FR_NTR1_C2_M_TIBIA_3.tif,183.872
115,FR_NTR1_C2_M_TIBIA_4.tif,206.286
116,FR_NTR1_C2_M_TIBIA_5.tif,188.279
117,FR_NTR1_C2_M_TIBIA_6.tif,186.035
118,FR_NTR1_C2_M_TIBIA_7.tif,190.979
119,FR_NTR1_C2_M_TIBIA_8.tif,209.745
120,FR_NTR1_C2_M_TIBIA_9.tif,187.449
101,FR_NTR1_C2_M_WING_1.tif,860.314
102,FR_NTR1_C2_M_WING_10.tif,862.402
103,FR_NTR1_C2_M_WING_11.tif,869.235
104,FR_NTR1_C2_M_WING_12.tif,807.486
105,FR_NTR1_C2_M_WING_13.tif,926.363
106,FR_NTR1_C2_M_WING_14.tif,810.78
107,FR_NTR1_C2_M_WING_15.tif,756.13
108,FR_NTR1_C2_M_WING_16.tif,848.722
109,FR_NTR1_C2_M_WING_17.tif,814.825
110,FR_NTR1_C2_M_WING_2.tif,845.599
111,FR_NTR1_C2_M_WING_20.tif,862.165
112,FR_NTR1_C2_M_WING_3.tif,797.797
113,FR_NTR1_C2_M_WING_4.tif,856.771
114,FR_NTR1_C2_M_WING_5.tif,843.133
115,FR_NTR1_C2_M_WING_6.tif,784.826
116,FR_NTR1_C2_M_WING_7.tif,742.431
117,FR_NTR1_C2_M_WING_8.tif,863.039
118,FR_NTR1_C2_M_WING_9.tif,713.39
121,FR_NTR2_C0_F_FEMUR_1.tif,340.425
122,FR_NTR2_C0_F_FEMUR_10.tif,365.579
123,FR_NTR2_C0_F_FEMUR_11.tif,329.838
124,FR_NTR2_C0_F_FEMUR_12.tif,311.97
125,FR_NTR2_C0_F_FEMUR_13.tif,326.792
126,FR_NTR2_C0_F_FEMUR_14.tif,296.061
127,FR_NTR2_C0_F_FEMUR_15.tif,295.736
128,FR_NTR2_C0_F_FEMUR_16.tif,324.68
129,FR_NTR2_C0_F_FEMUR_17.tif,330.498
130,FR_NTR2_C0_F_FEMUR_18.tif,322.639
131,FR_NTR2_C0_F_FEMUR_19.tif,350.766
132,FR_NTR2_C0_F_FEMUR_2.tif,334.592
133,FR_NTR2_C0_F_FEMUR_20.tif,331.991
134,FR_NTR2_C0_F_FEMUR_3.tif,304.529
135,FR_NTR2_C0_F_FEMUR_4.tif,321.896
136,FR_NTR2_C0_F_FEMUR_5.tif,325.098
137,FR_NTR2_C0_F_FEMUR_6.tif,332.602
138,FR_NTR2_C0_F_FEMUR_7.tif,325
139,FR_NTR2_C0_F_FEMUR_8.tif,315.357
140,FR_NTR2_C0_F_FEMUR_9.tif,326.588
121,FR_NTR2_C0_F_HEAD_1.tif,524.245
122,FR_NTR2_C0_F_HEAD_10.tif,491.717
123,FR_NTR2_C0_F_HEAD_11.tif,517.592
124,FR_NTR2_C0_F_HEAD_12.tif,507.008
125,FR_NTR2_C0_F_HEAD_13.tif,517.929
126,FR_NTR2_C0_F_HEAD_14.tif,513.778
127,FR_NTR2_C0_F_HEAD_15.tif,535.111
128,FR_NTR2_C0_F_HEAD_16.tif,509.166
129,FR_NTR2_C0_F_HEAD_17.tif,533.166
130,FR_NTR2_C0_F_HEAD_18.tif,527.311
131,FR_NTR2_C0_F_HEAD_19.tif,505.926
132,FR_NTR2_C0_F_HEAD_2.tif,491.061
133,FR_NTR2_C0_F_HEAD_20.tif,541.104
134,FR_NTR2_C0_F_HEAD_3.tif,505.341
135,FR_NTR2_C0_F_HEAD_4.tif,510.099
136,FR_NTR2_C0_F_HEAD_5.tif,511.023
137,FR_NTR2_C0_F_HEAD_6.tif,515.784
138,FR_NTR2_C0_F_HEAD_7.tif,532.565
139,FR_NTR2_C0_F_HEAD_8.tif,510.432
140,FR_NTR2_C0_F_HEAD_9.tif,496.17
39,FR_NTR2_C0_F_TARSUS_1.tif,114.63
40,FR_NTR2_C0_F_TARSUS_10.tif,164.615
41,FR_NTR2_C0_F_TARSUS_11.tif,110.422
42,FR_NTR2_C0_F_TARSUS_12.tif,97.529
43,FR_NTR2_C0_F_TARSUS_13.tif,98.326
44,FR_NTR2_C0_F_TARSUS_14.tif,107.331
45,FR_NTR2_C0_F_TARSUS_15.tif,110.223
46,FR_NTR2_C0_F_TARSUS_16.tif,101.769
47,FR_NTR2_C0_F_TARSUS_17.tif,116.825
48,FR_NTR2_C0_F_TARSUS_18.tif,112.641
49,FR_NTR2_C0_F_TARSUS_19.tif,111.086
50,FR_NTR2_C0_F_TARSUS_2.tif,131.107
51,FR_NTR2_C0_F_TARSUS_20.tif,100.896
52,FR_NTR2_C0_F_TARSUS_3.tif,107.49
53,FR_NTR2_C0_F_TARSUS_4.tif,105.423
54,FR_NTR2_C0_F_TARSUS_5.tif,112.018
55,FR_NTR2_C0_F_TARSUS_6.tif,125.936
56,FR_NTR2_C0_F_TARSUS_7.tif,110.386
57,FR_NTR2_C0_F_TARSUS_8.tif,114.237
58,FR_NTR2_C0_F_TARSUS_9.tif,119.775
121,FR_NTR2_C0_F_THORAX_1.tif,612.5
122,FR_NTR2_C0_F_THORAX_10.tif,605.483
123,FR_NTR2_C0_F_THORAX_11.tif,591.224
124,FR_NTR2_C0_F_THORAX_12.tif,585.431
125,FR_NTR2_C0_F_THORAX_13.tif,613.346
126,FR_NTR2_C0_F_THORAX_14.tif,570.215
127,FR_NTR2_C0_F_THORAX_15.tif,584.493
128,FR_NTR2_C0_F_THORAX_16.tif,547.439
129,FR_NTR2_C0_F_THORAX_17.tif,614.518
130,FR_NTR2_C0_F_THORAX_18.tif,611.376
131,FR_NTR2_C0_F_THORAX_19.tif,586.842
132,FR_NTR2_C0_F_THORAX_2.tif,576.805
133,FR_NTR2_C0_F_THORAX_20.tif,620.052
134,FR_NTR2_C0_F_THORAX_3.tif,573.328
135,FR_NTR2_C0_F_THORAX_4.tif,591.676
136,FR_NTR2_C0_F_THORAX_5.tif,577.543
137,FR_NTR2_C0_F_THORAX_6.tif,609.594
138,FR_NTR2_C0_F_THORAX_7.tif,600.194
139,FR_NTR2_C0_F_THORAX_8.tif,574.401
140,FR_NTR2_C0_F_THORAX_9.tif,593.284
121,FR_NTR2_C0_F_TIBIA_1.tif,274.046
122,FR_NTR2_C0_F_TIBIA_10.tif,376.789
123,FR_NTR2_C0_F_TIBIA_11.tif,271.693
124,FR_NTR2_C0_F_TIBIA_12.tif,270.453
125,FR_NTR2_C0_F_TIBIA_13.tif,269.666
126,FR_NTR2_C0_F_TIBIA_14.tif,261.842
127,FR_NTR2_C0_F_TIBIA_15.tif,265.827
128,FR_NTR2_C0_F_TIBIA_16.tif,246.223
129,FR_NTR2_C0_F_TIBIA_17.tif,284.297
130,FR_NTR2_C0_F_TIBIA_18.tif,234.776
131,FR_NTR2_C0_F_TIBIA_19.tif,278.706
132,FR_NTR2_C0_F_TIBIA_2.tif,281.391
133,FR_NTR2_C0_F_TIBIA_20.tif,292.062
134,FR_NTR2_C0_F_TIBIA_3.tif,264.462
135,FR_NTR2_C0_F_TIBIA_4.tif,272.254
136,FR_NTR2_C0_F_TIBIA_5.tif,265.957
137,FR_NTR2_C0_F_TIBIA_6.tif,281.002
138,FR_NTR2_C0_F_TIBIA_7.tif,289.862
139,FR_NTR2_C0_F_TIBIA_8.tif,271.413
140,FR_NTR2_C0_F_TIBIA_9.tif,277.417
119,FR_NTR2_C0_F_WING_1.tif,1123.268
120,FR_NTR2_C0_F_WING_10.tif,1202.852
121,FR_NTR2_C0_F_WING_11.tif,1211.423
122,FR_NTR2_C0_F_WING_12.tif,1167.589
123,FR_NTR2_C0_F_WING_13.tif,1244.116
124,FR_NTR2_C0_F_WING_14.tif,1143.043
125,FR_NTR2_C0_F_WING_15.tif,1251.313
126,FR_NTR2_C0_F_WING_16.tif,8.944
127,FR_NTR2_C0_F_WING_17.tif,1234.702
128,FR_NTR2_C0_F_WING_18.tif,1232.176
129,FR_NTR2_C0_F_WING_19.tif,1219.899
130,FR_NTR2_C0_F_WING_2.tif,1220.015
131,FR_NTR2_C0_F_WING_20.tif,1225.767
132,FR_NTR2_C0_F_WING_3.tif,1170.731
133,FR_NTR2_C0_F_WING_4.tif,1204.778
134,FR_NTR2_C0_F_WING_5.tif,1236.489
135,FR_NTR2_C0_F_WING_6.tif,1228.639
136,FR_NTR2_C0_F_WING_7.tif,1225.71
137,FR_NTR2_C0_F_WING_8.tif,1212.958
138,FR_NTR2_C0_F_WING_9.tif,1253.664
141,FR_NTR2_C0_M_FEMUR_1.tif,326.098
142,FR_NTR2_C0_M_FEMUR_10.tif,328.452
143,FR_NTR2_C0_M_FEMUR_11.tif,324.006
144,FR_NTR2_C0_M_FEMUR_12.tif,294.308
145,FR_NTR2_C0_M_FEMUR_13.tif,315.569
146,FR_NTR2_C0_M_FEMUR_14.tif,277.186
147,FR_NTR2_C0_M_FEMUR_15.tif,310.258
148,FR_NTR2_C0_M_FEMUR_16.tif,306.203
149,FR_NTR2_C0_M_FEMUR_17.tif,303.211
150,FR_NTR2_C0_M_FEMUR_18.tif,276.492
151,FR_NTR2_C0_M_FEMUR_19.tif,2
152,FR_NTR2_C0_M_FEMUR_2.tif,309.608
153,FR_NTR2_C0_M_FEMUR_20.tif,313.345
154,FR_NTR2_C0_M_FEMUR_3.tif,333.996
155,FR_NTR2_C0_M_FEMUR_4.tif,310.281
156,FR_NTR2_C0_M_FEMUR_5.tif,325.652
157,FR_NTR2_C0_M_FEMUR_6.tif,304.026
158,FR_NTR2_C0_M_FEMUR_7.tif,303.402
159,FR_NTR2_C0_M_FEMUR_8.tif,316.244
160,FR_NTR2_C0_M_FEMUR_9.tif,296.966
141,FR_NTR2_C0_M_HEAD_1.tif,476.844
142,FR_NTR2_C0_M_HEAD_10.tif,488.173
143,FR_NTR2_C0_M_HEAD_11.tif,445.467
144,FR_NTR2_C0_M_HEAD_12.tif,458.184
145,FR_NTR2_C0_M_HEAD_13.tif,472.07
146,FR_NTR2_C0_M_HEAD_14.tif,458.803
147,FR_NTR2_C0_M_HEAD_15.tif,460.066
148,FR_NTR2_C0_M_HEAD_16.tif,460.727
149,FR_NTR2_C0_M_HEAD_17.tif,480.542
150,FR_NTR2_C0_M_HEAD_18.tif,447.644
151,FR_NTR2_C0_M_HEAD_19.tif,494.684
152,FR_NTR2_C0_M_HEAD_2.tif,474.178
153,FR_NTR2_C0_M_HEAD_20.tif,464.562
154,FR_NTR2_C0_M_HEAD_3.tif,480.004
155,FR_NTR2_C0_M_HEAD_4.tif,483.612
156,FR_NTR2_C0_M_HEAD_5.tif,473.63
157,FR_NTR2_C0_M_HEAD_6.tif,480.521
158,FR_NTR2_C0_M_HEAD_7.tif,464.321
159,FR_NTR2_C0_M_HEAD_8.tif,493.561
160,FR_NTR2_C0_M_HEAD_9.tif,468.437
59,FR_NTR2_C0_M_TARSUS_1.tif,106.527
60,FR_NTR2_C0_M_TARSUS_10.tif,104.35
61,FR_NTR2_C0_M_TARSUS_11.tif,104.657
62,FR_NTR2_C0_M_TARSUS_12.tif,116.927
63,FR_NTR2_C0_M_TARSUS_13.tif,88.006
64,FR_NTR2_C0_M_TARSUS_14.tif,96.747
65,FR_NTR2_C0_M_TARSUS_15.tif,104.738
66,FR_NTR2_C0_M_TARSUS_16.tif,100.409
67,FR_NTR2_C0_M_TARSUS_17.tif,103.325
68,FR_NTR2_C0_M_TARSUS_18.tif,100.319
69,FR_NTR2_C0_M_TARSUS_19.tif,97.949
70,FR_NTR2_C0_M_TARSUS_2.tif,91.269
71,FR_NTR2_C0_M_TARSUS_20.tif,96.13
72,FR_NTR2_C0_M_TARSUS_3.tif,106.775
73,FR_NTR2_C0_M_TARSUS_4.tif,106.733
74,FR_NTR2_C0_M_TARSUS_5.tif,96.747
75,FR_NTR2_C0_M_TARSUS_6.tif,89.805
76,FR_NTR2_C0_M_TARSUS_7.tif,98.005
77,FR_NTR2_C0_M_TARSUS_8.tif,98.656
78,FR_NTR2_C0_M_TARSUS_9.tif,109.836
141,FR_NTR2_C0_M_THORAX_1.tif,535.993
142,FR_NTR2_C0_M_THORAX_10.tif,535.71
143,FR_NTR2_C0_M_THORAX_11.tif,518.145
144,FR_NTR2_C0_M_THORAX_12.tif,526.818
145,FR_NTR2_C0_M_THORAX_13.tif,529.513
146,FR_NTR2_C0_M_THORAX_14.tif,498.663
147,FR_NTR2_C0_M_THORAX_15.tif,520.878
148,FR_NTR2_C0_M_THORAX_16.tif,505.08
149,FR_NTR2_C0_M_THORAX_17.tif,515.74
150,FR_NTR2_C0_M_THORAX_18.tif,488.05
151,FR_NTR2_C0_M_THORAX_19.tif,554.423
152,FR_NTR2_C0_M_THORAX_2.tif,495.537
153,FR_NTR2_C0_M_THORAX_20.tif,530.533
154,FR_NTR2_C0_M_THORAX_3.tif,532.902
155,FR_NTR2_C0_M_THORAX_4.tif,507.41
156,FR_NTR2_C0_M_THORAX_5.tif,521.94
157,FR_NTR2_C0_M_THORAX_6.tif,513.408
158,FR_NTR2_C0_M_THORAX_7.tif,523.635
159,FR_NTR2_C0_M_THORAX_8.tif,557.403
160,FR_NTR2_C0_M_THORAX_9.tif,520.5
141,FR_NTR2_C0_M_TIBIA_1.tif,266.443
142,FR_NTR2_C0_M_TIBIA_10.tif,281.428
143,FR_NTR2_C0_M_TIBIA_11.tif,269.05
144,FR_NTR2_C0_M_TIBIA_12.tif,264.592
145,FR_NTR2_C0_M_TIBIA_13.tif,242.695
146,FR_NTR2_C0_M_TIBIA_14.tif,234.081
147,FR_NTR2_C0_M_TIBIA_15.tif,264.639
148,FR_NTR2_C0_M_TIBIA_16.tif,259.347
149,FR_NTR2_C0_M_TIBIA_17.tif,263.911
150,FR_NTR2_C0_M_TIBIA_18.tif,232.573
151,FR_NTR2_C0_M_TIBIA_19.tif,261.228
152,FR_NTR2_C0_M_TIBIA_2.tif,256.035
153,FR_NTR2_C0_M_TIBIA_20.tif,282.177
154,FR_NTR2_C0_M_TIBIA_3.tif,283.323
155,FR_NTR2_C0_M_TIBIA_4.tif,282.936
156,FR_NTR2_C0_M_TIBIA_5.tif,263.348
157,FR_NTR2_C0_M_TIBIA_6.tif,256.236
158,FR_NTR2_C0_M_TIBIA_7.tif,257.109
159,FR_NTR2_C0_M_TIBIA_8.tif,254.096
160,FR_NTR2_C0_M_TIBIA_9.tif,275.465
139,FR_NTR2_C0_M_WING_1.tif,1046.725
140,FR_NTR2_C0_M_WING_10.tif,1070.318
141,FR_NTR2_C0_M_WING_11.tif,1067.365
142,FR_NTR2_C0_M_WING_12.tif,1078.607
143,FR_NTR2_C0_M_WING_13.tif,976.65
144,FR_NTR2_C0_M_WING_14.tif,1002.809
145,FR_NTR2_C0_M_WING_15.tif,1057.35
146,FR_NTR2_C0_M_WING_16.tif,1034.602
147,FR_NTR2_C0_M_WING_17.tif,1029.701
148,FR_NTR2_C0_M_WING_18.tif,1020.808
149,FR_NTR2_C0_M_WING_19.tif,1079.015
150,FR_NTR2_C0_M_WING_2.tif,1060.453
151,FR_NTR2_C0_M_WING_20.tif,907.432
152,FR_NTR2_C0_M_WING_3.tif,1062.836
153,FR_NTR2_C0_M_WING_4.tif,1060.012
