Number,Label,Length_px
59,FR_SCTR2_C2_M_TARSUS_4.tif,79.025
60,FR_SCTR2_C2_M_TARSUS_5.tif,99.02
61,FR_SCTR2_C2_M_TARSUS_6.tif,65.795
62,FR_SCTR2_C2_M_TARSUS_7.tif,71.449
63,FR_SCTR2_C2_M_TARSUS_8.tif,75.895
64,FR_SCTR2_C2_M_TARSUS_9.tif,85.147
634,FR_SCTR2_C2_M_THORAX_1.tif,356.27
635,FR_SCTR2_C2_M_THORAX_10.tif,431.393
636,FR_SCTR2_C2_M_THORAX_11.tif,423.512
637,FR_SCTR2_C2_M_THORAX_12.tif,415.313
638,FR_SCTR2_C2_M_THORAX_13.tif,408.803
639,FR_SCTR2_C2_M_THORAX_14.tif,406.529
640,FR_SCTR2_C2_M_THORAX_15.tif,330.728
641,FR_SCTR2_C2_M_THORAX_16.tif,443.379
642,FR_SCTR2_C2_M_THORAX_17.tif,410.534
643,FR_SCTR2_C2_M_THORAX_18.tif,407.06
644,FR_SCTR2_C2_M_THORAX_19.tif,407.593
645,FR_SCTR2_C2_M_THORAX_2.tif,336.657
646,FR_SCTR2_C2_M_THORAX_20.tif,430.447
647,FR_SCTR2_C2_M_THORAX_3.tif,421.587
648,FR_SCTR2_C2_M_THORAX_4.tif,398.799
649,FR_SCTR2_C2_M_THORAX_5.tif,473.73
650,FR_SCTR2_C2_M_THORAX_6.tif,368.285
651,FR_SCTR2_C2_M_THORAX_7.tif,412.351
652,FR_SCTR2_C2_M_THORAX_8.tif,412.989
653,FR_SCTR2_C2_M_THORAX_9.tif,405.584
638,FR_SCTR2_C2_M_TIBIA_1.tif,196.787
639,FR_SCTR2_C2_M_TIBIA_10.tif,232.691
640,FR_SCTR2_C2_M_TIBIA_11.tif,219.804
641,FR_SCTR2_C2_M_TIBIA_12.tif,231.009
642,FR_SCTR2_C2_M_TIBIA_13.tif,210.661
643,FR_SCTR2_C2_M_TIBIA_14.tif,214.336
644,FR_SCTR2_C2_M_TIBIA_15.tif,192.416
645,FR_SCTR2_C2_M_TIBIA_16.tif,232.31
646,FR_SCTR2_C2_M_TIBIA_17.tif,221.551
647,FR_SCTR2_C2_M_TIBIA_18.tif,208.885
648,FR_SCTR2_C2_M_TIBIA_19.tif,226.612
649,FR_SCTR2_C2_M_TIBIA_2.tif,201.099
650,FR_SCTR2_C2_M_TIBIA_20.tif,233.041
651,FR_SCTR2_C2_M_TIBIA_3.tif,226.921
652,FR_SCTR2_C2_M_TIBIA_4.tif,217.083
653,FR_SCTR2_C2_M_TIBIA_5.tif,252.002
654,FR_SCTR2_C2_M_TIBIA_6.tif,209.153
655,FR_SCTR2_C2_M_TIBIA_7.tif,223.034
656,FR_SCTR2_C2_M_TIBIA_8.tif,216.52
657,FR_SCTR2_C2_M_TIBIA_9.tif,253.411
632,FR_SCTR2_C2_M_WING_1.tif,786.811
633,FR_SCTR2_C2_M_WING_10.tif,923.931
634,FR_SCTR2_C2_M_WING_11.tif,880.839
635,FR_SCTR2_C2_M_WING_12.tif,866.714
636,FR_SCTR2_C2_M_WING_13.tif,877.707
637,FR_SCTR2_C2_M_WING_14.tif,894.594
638,FR_SCTR2_C2_M_WING_15.tif,783.661
639,FR_SCTR2_C2_M_WING_16.tif,948.135
640,FR_SCTR2_C2_M_WING_17.tif,899.201
641,FR_SCTR2_C2_M_WING_18.tif,908.137
642,FR_SCTR2_C2_M_WING_19.tif,921.413
643,FR_SCTR2_C2_M_WING_2.tif,765.373
644,FR_SCTR2_C2_M_WING_20.tif,967.843
645,FR_SCTR2_C2_M_WING_3.tif,913.872
646,FR_SCTR2_C2_M_WING_4.tif,900.304
647,FR_SCTR2_C2_M_WING_5.tif,971.013
648,FR_SCTR2_C2_M_WING_6.tif,821.93
649,FR_SCTR2_C2_M_WING_7.tif,914.56
650,FR_SCTR2_C2_M_WING_8.tif,917.868
651,FR_SCTR2_C2_M_WING_9.tif,910.547
658,FR_SCTR3_C0_F_FEMUR_1.tif,325.394
659,FR_SCTR3_C0_F_FEMUR_10.tif,327.732
660,FR_SCTR3_C0_F_FEMUR_11.tif,327.2
661,FR_SCTR3_C0_F_FEMUR_12.tif,344.246
662,FR_SCTR3_C0_F_FEMUR_13.tif,344.193
663,FR_SCTR3_C0_F_FEMUR_14.tif,356.27
664,FR_SCTR3_C0_F_FEMUR_15.tif,327.442
665,FR_SCTR3_C0_F_FEMUR_16.tif,347.932
666,FR_SCTR3_C0_F_FEMUR_17.tif,332.223
667,FR_SCTR3_C0_F_FEMUR_18.tif,341.248
668,FR_SCTR3_C0_F_FEMUR_19.tif,328.977
669,FR_SCTR3_C0_F_FEMUR_2.tif,337.817
670,FR_SCTR3_C0_F_FEMUR_20.tif,323.006
671,FR_SCTR3_C0_F_FEMUR_3.tif,319.565
672,FR_SCTR3_C0_F_FEMUR_4.tif,331.494
673,FR_SCTR3_C0_F_FEMUR_5.tif,348.931
674,FR_SCTR3_C0_F_FEMUR_6.tif,324.359
675,FR_SCTR3_C0_F_FEMUR_7.tif,323.679
676,FR_SCTR3_C0_F_FEMUR_8.tif,336.431
677,FR_SCTR3_C0_F_FEMUR_9.tif,323.472
676,FR_SCTR3_C0_F_HEAD_1.tif,507.142
677,FR_SCTR3_C0_F_HEAD_10.tif,503.24
678,FR_SCTR3_C0_F_HEAD_11.tif,518
679,FR_SCTR3_C0_F_HEAD_12.tif,523.307
680,FR_SCTR3_C0_F_HEAD_13.tif,488.194
681,FR_SCTR3_C0_F_HEAD_14.tif,520.317
682,FR_SCTR3_C0_F_HEAD_15.tif,512.878
683,FR_SCTR3_C0_F_HEAD_16.tif,508.257
684,FR_SCTR3_C0_F_HEAD_17.tif,522.805
685,FR_SCTR3_C0_F_HEAD_18.tif,515.388
686,FR_SCTR3_C0_F_HEAD_19.tif,504.588
687,FR_SCTR3_C0_F_HEAD_2.tif,527.402
688,FR_SCTR3_C0_F_HEAD_20.tif,508.945
689,FR_SCTR3_C0_F_HEAD_3.tif,521.009
690,FR_SCTR3_C0_F_HEAD_4.tif,455.151
691,FR_SCTR3_C0_F_HEAD_5.tif,526.711
692,FR_SCTR3_C0_F_HEAD_6.tif,510.769
693,FR_SCTR3_C0_F_HEAD_7.tif,507.245
694,FR_SCTR3_C0_F_HEAD_8.tif,510.31
695,FR_SCTR3_C0_F_HEAD_9.tif,508.178
65,FR_SCTR3_C0_F_TARSUS_1.tif,110.941
66,FR_SCTR3_C0_F_TARSUS_10.tif,118.004
67,FR_SCTR3_C0_F_TARSUS_11.tif,117.546
68,FR_SCTR3_C0_F_TARSUS_12.tif,110.982
69,FR_SCTR3_C0_F_TARSUS_13.tif,97.082
70,FR_SCTR3_C0_F_TARSUS_14.tif,114.018
71,FR_SCTR3_C0_F_TARSUS_15.tif,114.039
72,FR_SCTR3_C0_F_TARSUS_16.tif,101.193
73,FR_SCTR3_C0_F_TARSUS_17.tif,111.324
74,FR_SCTR3_C0_F_TARSUS_18.tif,116.362
75,FR_SCTR3_C0_F_TARSUS_19.tif,116.276
76,FR_SCTR3_C0_F_TARSUS_2.tif,113.635
77,FR_SCTR3_C0_F_TARSUS_20.tif,110.675
78,FR_SCTR3_C0_F_TARSUS_3.tif,107.541
79,FR_SCTR3_C0_F_TARSUS_4.tif,104.785
80,FR_SCTR3_C0_F_TARSUS_5.tif,108.171
81,FR_SCTR3_C0_F_TARSUS_6.tif,112.112
82,FR_SCTR3_C0_F_TARSUS_7.tif,105.948
83,FR_SCTR3_C0_F_TARSUS_8.tif,99.005
84,FR_SCTR3_C0_F_TARSUS_9.tif,108.6
654,FR_SCTR3_C0_F_THORAX_1.tif,581.623
655,FR_SCTR3_C0_F_THORAX_10.tif,588.982
656,FR_SCTR3_C0_F_THORAX_11.tif,614.055
657,FR_SCTR3_C0_F_THORAX_12.tif,589.292
658,FR_SCTR3_C0_F_THORAX_13.tif,593.742
659,FR_SCTR3_C0_F_THORAX_14.tif,611.261
660,FR_SCTR3_C0_F_THORAX_15.tif,581.312
661,FR_SCTR3_C0_F_THORAX_16.tif,607.506
662,FR_SCTR3_C0_F_THORAX_17.tif,621.911
663,FR_SCTR3_C0_F_THORAX_18.tif,620.449
664,FR_SCTR3_C0_F_THORAX_19.tif,580.184
665,FR_SCTR3_C0_F_THORAX_2.tif,598.987
666,FR_SCTR3_C0_F_THORAX_20.tif,593.527
667,FR_SCTR3_C0_F_THORAX_3.tif,572.68
668,FR_SCTR3_C0_F_THORAX_4.tif,582.385
669,FR_SCTR3_C0_F_THORAX_5.tif,587.391
670,FR_SCTR3_C0_F_THORAX_6.tif,590.975
671,FR_SCTR3_C0_F_THORAX_7.tif,584.001
672,FR_SCTR3_C0_F_THORAX_8.tif,599.867
673,FR_SCTR3_C0_F_THORAX_9.tif,587.218
658,FR_SCTR3_C0_F_TIBIA_1.tif,271.221
659,FR_SCTR3_C0_F_TIBIA_10.tif,274.765
660,FR_SCTR3_C0_F_TIBIA_11.tif,288.617
661,FR_SCTR3_C0_F_TIBIA_12.tif,267.367
662,FR_SCTR3_C0_F_TIBIA_13.tif,262.122
663,FR_SCTR3_C0_F_TIBIA_14.tif,273.788
664,FR_SCTR3_C0_F_TIBIA_15.tif,277.852
665,FR_SCTR3_C0_F_TIBIA_16.tif,268.494
666,FR_SCTR3_C0_F_TIBIA_17.tif,276.812
667,FR_SCTR3_C0_F_TIBIA_18.tif,278.059
668,FR_SCTR3_C0_F_TIBIA_19.tif,282.631
669,FR_SCTR3_C0_F_TIBIA_2.tif,294.092
670,FR_SCTR3_C0_F_TIBIA_20.tif,273.19
671,FR_SCTR3_C0_F_TIBIA_3.tif,271.017
672,FR_SCTR3_C0_F_TIBIA_4.tif,290.11
673,FR_SCTR3_C0_F_TIBIA_5.tif,287.675
674,FR_SCTR3_C0_F_TIBIA_6.tif,289.36
675,FR_SCTR3_C0_F_TIBIA_7.tif,270.647
676,FR_SCTR3_C0_F_TIBIA_8.tif,282.689
677,FR_SCTR3_C0_F_TIBIA_9.tif,284.494
652,FR_SCTR3_C0_F_WING_1.tif,1208.662
653,FR_SCTR3_C0_F_WING_10.tif,1209.336
654,FR_SCTR3_C0_F_WING_11.tif,1264.289
655,FR_SCTR3_C0_F_WING_12.tif,1232.717
656,FR_SCTR3_C0_F_WING_13.tif,1225.222
657,FR_SCTR3_C0_F_WING_14.tif,1267.314
658,FR_SCTR3_C0_F_WING_15.tif,1190.672
659,FR_SCTR3_C0_F_WING_16.tif,1259.067
660,FR_SCTR3_C0_F_WING_17.tif,1240.623
661,FR_SCTR3_C0_F_WING_18.tif,1217.97
662,FR_SCTR3_C0_F_WING_19.tif,1232.296
663,FR_SCTR3_C0_F_WING_2.tif,1213.735
664,FR_SCTR3_C0_F_WING_20.tif,1251.381
665,FR_SCTR3_C0_F_WING_3.tif,1224.477
666,FR_SCTR3_C0_F_WING_4.tif,1211.854
667,FR_SCTR3_C0_F_WING_5.tif,1267.993
668,FR_SCTR3_C0_F_WING_6.tif,1187.243
669,FR_SCTR3_C0_F_WING_7.tif,1231.04
670,FR_SCTR3_C0_F_WING_8.tif,1229.27
671,FR_SCTR3_C0_F_WING_9.tif,1220.592
678,FR_SCTR3_C0_M_FEMUR_1.tif,323.818
679,FR_SCTR3_C0_M_FEMUR_10.tif,305.477
680,FR_SCTR3_C0_M_FEMUR_11.tif,320.924
681,FR_SCTR3_C0_M_FEMUR_12.tif,327.905
682,FR_SCTR3_C0_M_FEMUR_13.tif,316.632
683,FR_SCTR3_C0_M_FEMUR_14.tif,314.841
684,FR_SCTR3_C0_M_FEMUR_15.tif,314.274
685,FR_SCTR3_C0_M_FEMUR_16.tif,329.686
686,FR_SCTR3_C0_M_FEMUR_17.tif,315.04
687,FR_SCTR3_C0_M_FEMUR_18.tif,316.128
688,FR_SCTR3_C0_M_FEMUR_19.tif,302.617
689,FR_SCTR3_C0_M_FEMUR_2.tif,319.864
690,FR_SCTR3_C0_M_FEMUR_20.tif,308.444
691,FR_SCTR3_C0_M_FEMUR_3.tif,330.678
692,FR_SCTR3_C0_M_FEMUR_4.tif,313.83
693,FR_SCTR3_C0_M_FEMUR_5.tif,301.241
694,FR_SCTR3_C0_M_FEMUR_6.tif,337.095
695,FR_SCTR3_C0_M_FEMUR_7.tif,317.068
696,FR_SCTR3_C0_M_FEMUR_8.tif,316.792
697,FR_SCTR3_C0_M_FEMUR_9.tif,326.474
696,FR_SCTR3_C0_M_HEAD_1.tif,486.47
697,FR_SCTR3_C0_M_HEAD_10.tif,468.095
698,FR_SCTR3_C0_M_HEAD_11.tif,461.525
699,FR_SCTR3_C0_M_HEAD_12.tif,482.469
700,FR_SCTR3_C0_M_HEAD_13.tif,465.382
701,FR_SCTR3_C0_M_HEAD_14.tif,471.895
702,FR_SCTR3_C0_M_HEAD_15.tif,479.73
703,FR_SCTR3_C0_M_HEAD_16.tif,484.451
704,FR_SCTR3_C0_M_HEAD_17.tif,484.149
705,FR_SCTR3_C0_M_HEAD_18.tif,495.101
706,FR_SCTR3_C0_M_HEAD_19.tif,459.331
707,FR_SCTR3_C0_M_HEAD_2.tif,450.557
708,FR_SCTR3_C0_M_HEAD_20.tif,500.65
709,FR_SCTR3_C0_M_HEAD_3.tif,468.956
710,FR_SCTR3_C0_M_HEAD_4.tif,478.14
711,FR_SCTR3_C0_M_HEAD_5.tif,488.723
712,FR_SCTR3_C0_M_HEAD_6.tif,481.814
713,FR_SCTR3_C0_M_HEAD_7.tif,465.386
714,FR_SCTR3_C0_M_HEAD_8.tif,483.177
715,FR_SCTR3_C0_M_HEAD_9.tif,468.778
85,FR_SCTR3_C0_M_TARSUS_1.tif,111.826
86,FR_SCTR3_C0_M_TARSUS_10.tif,95.771
87,FR_SCTR3_C0_M_TARSUS_11.tif,92.201
88,FR_SCTR3_C0_M_TARSUS_12.tif,107.336
89,FR_SCTR3_C0_M_TARSUS_13.tif,97.417
90,FR_SCTR3_C0_M_TARSUS_14.tif,103.325
91,FR_SCTR3_C0_M_TARSUS_15.tif,104.307
92,FR_SCTR3_C0_M_TARSUS_16.tif,106
93,FR_SCTR3_C0_M_TARSUS_17.tif,92.114
94,FR_SCTR3_C0_M_TARSUS_18.tif,110.023
95,FR_SCTR3_C0_M_TARSUS_19.tif,100.319
96,FR_SCTR3_C0_M_TARSUS_2.tif,107.87
97,FR_SCTR3_C0_M_TARSUS_20.tif,103.711
98,FR_SCTR3_C0_M_TARSUS_3.tif,117.953
99,FR_SCTR3_C0_M_TARSUS_4.tif,99.765
100,FR_SCTR3_C0_M_TARSUS_5.tif,96.333
101,FR_SCTR3_C0_M_TARSUS_6.tif,108.78
102,FR_SCTR3_C0_M_TARSUS_7.tif,97.499
103,FR_SCTR3_C0_M_TARSUS_8.tif,102.694
104,FR_SCTR3_C0_M_TARSUS_9.tif,99.985
674,FR_SCTR3_C0_M_THORAX_1.tif,533.974
675,FR_SCTR3_C0_M_THORAX_10.tif,510.131
676,FR_SCTR3_C0_M_THORAX_11.tif,525.212
677,FR_SCTR3_C0_M_THORAX_12.tif,537.477
678,FR_SCTR3_C0_M_THORAX_13.tif,501.028
679,FR_SCTR3_C0_M_THORAX_14.tif,557.345
680,FR_SCTR3_C0_M_THORAX_15.tif,523.345
681,FR_SCTR3_C0_M_THORAX_16.tif,510.768
682,FR_SCTR3_C0_M_THORAX_17.tif,543.769
683,FR_SCTR3_C0_M_THORAX_18.tif,502.113
684,FR_SCTR3_C0_M_THORAX_19.tif,503.746
685,FR_SCTR3_C0_M_THORAX_2.tif,11.045
686,FR_SCTR3_C0_M_THORAX_20.tif,536.993
687,FR_SCTR3_C0_M_THORAX_3.tif,534.479
688,FR_SCTR3_C0_M_THORAX_4.tif,531.58
689,FR_SCTR3_C0_M_THORAX_5.tif,520.735
690,FR_SCTR3_C0_M_THORAX_6.tif,531.914
691,FR_SCTR3_C0_M_THORAX_7.tif,512.41
692,FR_SCTR3_C0_M_THORAX_8.tif,536.278
693,FR_SCTR3_C0_M_THORAX_9.tif,567.388
678,FR_SCTR3_C0_M_TIBIA_1.tif,274.935
679,FR_SCTR3_C0_M_TIBIA_10.tif,271.19
680,FR_SCTR3_C0_M_TIBIA_11.tif,270.599
681,FR_SCTR3_C0_M_TIBIA_12.tif,268.007
682,FR_SCTR3_C0_M_TIBIA_13.tif,260.161
683,FR_SCTR3_C0_M_TIBIA_14.tif,267.329
684,FR_SCTR3_C0_M_TIBIA_15.tif,273.408
685,FR_SCTR3_C0_M_TIBIA_16.tif,268.019
686,FR_SCTR3_C0_M_TIBIA_17.tif,280.794
687,FR_SCTR3_C0_M_TIBIA_18.tif,266.543
688,FR_SCTR3_C0_M_TIBIA_19.tif,268
689,FR_SCTR3_C0_M_TIBIA_2.tif,281.94
690,FR_SCTR3_C0_M_TIBIA_20.tif,277.721
691,FR_SCTR3_C0_M_TIBIA_3.tif,293.626
692,FR_SCTR3_C0_M_TIBIA_4.tif,262.937
693,FR_SCTR3_C0_M_TIBIA_5.tif,260.768
694,FR_SCTR3_C0_M_TIBIA_6.tif,286.568
695,FR_SCTR3_C0_M_TIBIA_7.tif,267.552
696,FR_SCTR3_C0_M_TIBIA_8.tif,280.66
697,FR_SCTR3_C0_M_TIBIA_9.tif,283.593
672,FR_SCTR3_C0_M_WING_1.tif,1097.281
673,FR_SCTR3_C0_M_WING_10.tif,1080.516
674,FR_SCTR3_C0_M_WING_11.tif,1065.6
675,FR_SCTR3_C0_M_WING_12.tif,1111.499
676,FR_SCTR3_C0_M_WING_13.tif,1059.277
677,FR_SCTR3_C0_M_WING_14.tif,1030.247
678,FR_SCTR3_C0_M_WING_15.tif,1087.898
679,FR_SCTR3_C0_M_WING_16.tif,1107.682
680,FR_SCTR3_C0_M_WING_17.tif,1087.769
681,FR_SCTR3_C0_M_WING_18.tif,1066.672
682,FR_SCTR3_C0_M_WING_19.tif,1067.916
683,FR_SCTR3_C0_M_WING_2.tif,1073.932
684,FR_SCTR3_C0_M_WING_20.tif,1126.531
685,FR_SCTR3_C0_M_WING_3.tif,1098.291
686,FR_SCTR3_C0_M_WING_4.tif,1117.898
687,FR_SCTR3_C0_M_WING_5.tif,1076.085
688,FR_SCTR3_C0_M_WING_6.tif,1092.119
689,FR_SCTR3_C0_M_WING_7.tif,1063.047
690,FR_SCTR3_C0_M_WING_8.tif,1097.43
691,FR_SCTR3_C0_M_WING_9.tif,1109.414
698,FR_SCTR3_C1_F_FEMUR_1.tif,309.091
699,FR_SCTR3_C1_F_FEMUR_10.tif,304.171
700,FR_SCTR3_C1_F_FEMUR_11.tif,308.162
701,FR_SCTR3_C1_F_FEMUR_12.tif,304.567
702,FR_SCTR3_C1_F_FEMUR_13.tif,311.236
703,FR_SCTR3_C1_F_FEMUR_14.tif,284
704,FR_SCTR3_C1_F_FEMUR_15.tif,313.83
705,FR_SCTR3_C1_F_FEMUR_16.tif,326.021
706,FR_SCTR3_C1_F_FEMUR_17.tif,316.078
707,FR_SCTR3_C1_F_FEMUR_18.tif,246.002
708,FR_SCTR3_C1_F_FEMUR_19.tif,303.753
709,FR_SCTR3_C1_F_FEMUR_2.tif,284.311
710,FR_SCTR3_C1_F_FEMUR_20.tif,285.012
711,FR_SCTR3_C1_F_FEMUR_3.tif,302.209
712,FR_SCTR3_C1_F_FEMUR_4.tif,309.181
713,FR_SCTR3_C1_F_FEMUR_5.tif,287.256
714,FR_SCTR3_C1_F_FEMUR_6.tif,310.831
715,FR_SCTR3_C1_F_FEMUR_7.tif,307.847
716,FR_SCTR3_C1_F_FEMUR_8.tif,295.296
717,FR_SCTR3_C1_F_FEMUR_9.tif,225.539
716,FR_SCTR3_C1_F_HEAD_1.tif,479.041
717,FR_SCTR3_C1_F_HEAD_10.tif,495.025
718,FR_SCTR3_C1_F_HEAD_11.tif,485.956
719,FR_SCTR3_C1_F_HEAD_12.tif,481.274
720,FR_SCTR3_C1_F_HEAD_13.tif,453.203
721,FR_SCTR3_C1_F_HEAD_14.tif,448.654
722,FR_SCTR3_C1_F_HEAD_15.tif,468.052
723,FR_SCTR3_C1_F_HEAD_16.tif,467.059
724,FR_SCTR3_C1_F_HEAD_17.tif,489.173
725,FR_SCTR3_C1_F_HEAD_18.tif,421.905
726,FR_SCTR3_C1_F_HEAD_19.tif,468.209
727,FR_SCTR3_C1_F_HEAD_2.tif,465.262
728,FR_SCTR3_C1_F_HEAD_20.tif,465.353
729,FR_SCTR3_C1_F_HEAD_3.tif,467.269
730,FR_SCTR3_C1_F_HEAD_4.tif,466.135
731,FR_SCTR3_C1_F_HEAD_5.tif,467.54
732,FR_SCTR3_C1_F_HEAD_6.tif,482.403
733,FR_SCTR3_C1_F_HEAD_7.tif,426.502
734,FR_SCTR3_C1_F_HEAD_8.tif,469.402
735,FR_SCTR3_C1_F_HEAD_9.tif,351.204
105,FR_SCTR3_C1_F_TARSUS_1.tif,115.017
106,FR_SCTR3_C1_F_TARSUS_10.tif,111.14
107,FR_SCTR3_C1_F_TARSUS_11.tif,102.591
108,FR_SCTR3_C1_F_TARSUS_12.tif,107.005
109,FR_SCTR3_C1_F_TARSUS_13.tif,100.688
110,FR_SCTR3_C1_F_TARSUS_14.tif,97.755
111,FR_SCTR3_C1_F_TARSUS_15.tif,105.721
112,FR_SCTR3_C1_F_TARSUS_16.tif,106.283
113,FR_SCTR3_C1_F_TARSUS_17.tif,113.635
114,FR_SCTR3_C1_F_TARSUS_18.tif,86.267
115,FR_SCTR3_C1_F_TARSUS_19.tif,102.611
116,FR_SCTR3_C1_F_TARSUS_2.tif,94.578
117,FR_SCTR3_C1_F_TARSUS_20.tif,95.771
118,FR_SCTR3_C1_F_TARSUS_3.tif,99.459
119,FR_SCTR3_C1_F_TARSUS_4.tif,103.619
120,FR_SCTR3_C1_F_TARSUS_5.tif,98.955
121,FR_SCTR3_C1_F_TARSUS_6.tif,112.308
122,FR_SCTR3_C1_F_TARSUS_7.tif,88.865
123,FR_SCTR3_C1_F_TARSUS_8.tif,102.108
124,FR_SCTR3_C1_F_TARSUS_9.tif,73.164
694,FR_SCTR3_C1_F_THORAX_1.tif,524.948
695,FR_SCTR3_C1_F_THORAX_10.tif,567.826
696,FR_SCTR3_C1_F_THORAX_11.tif,527.788
697,FR_SCTR3_C1_F_THORAX_12.tif,552.45
698,FR_SCTR3_C1_F_THORAX_13.tif,491.886
699,FR_SCTR3_C1_F_THORAX_14.tif,509.919
700,FR_SCTR3_C1_F_THORAX_15.tif,561.528
701,FR_SCTR3_C1_F_THORAX_16.tif,568.001
702,FR_SCTR3_C1_F_THORAX_17.tif,537.587
703,FR_SCTR3_C1_F_THORAX_18.tif,431.845
704,FR_SCTR3_C1_F_THORAX_19.tif,499.602
705,FR_SCTR3_C1_F_THORAX_2.tif,523.015
706,FR_SCTR3_C1_F_THORAX_20.tif,511.376
707,FR_SCTR3_C1_F_THORAX_3.tif,502.487
708,FR_SCTR3_C1_F_THORAX_4.tif,540.256
709,FR_SCTR3_C1_F_THORAX_5.tif,551.218
710,FR_SCTR3_C1_F_THORAX_6.tif,530.891
711,FR_SCTR3_C1_F_THORAX_7.tif,490.026
712,FR_SCTR3_C1_F_THORAX_8.tif,537.182
713,FR_SCTR3_C1_F_THORAX_9.tif,391.184
698,FR_SCTR3_C1_F_TIBIA_1.tif,257.857
699,FR_SCTR3_C1_F_TIBIA_10.tif,264.887
700,FR_SCTR3_C1_F_TIBIA_11.tif,260.864
701,FR_SCTR3_C1_F_TIBIA_12.tif,264.373
702,FR_SCTR3_C1_F_TIBIA_13.tif,253.886
703,FR_SCTR3_C1_F_TIBIA_14.tif,253.286
704,FR_SCTR3_C1_F_TIBIA_15.tif,258.496
705,FR_SCTR3_C1_F_TIBIA_16.tif,260.346
706,FR_SCTR3_C1_F_TIBIA_17.tif,275.748
707,FR_SCTR3_C1_F_TIBIA_18.tif,234.438
708,FR_SCTR3_C1_F_TIBIA_19.tif,242.844
709,FR_SCTR3_C1_F_TIBIA_2.tif,235.204
710,FR_SCTR3_C1_F_TIBIA_20.tif,238.296
711,FR_SCTR3_C1_F_TIBIA_3.tif,258.008
712,FR_SCTR3_C1_F_TIBIA_4.tif,249.353
713,FR_SCTR3_C1_F_TIBIA_5.tif,249.231
714,FR_SCTR3_C1_F_TIBIA_6.tif,260.801
715,FR_SCTR3_C1_F_TIBIA_7.tif,223.289
716,FR_SCTR3_C1_F_TIBIA_8.tif,283.387
717,FR_SCTR3_C1_F_TIBIA_9.tif,183.81
692,FR_SCTR3_C1_F_WING_1.tif,1159.642
693,FR_SCTR3_C1_F_WING_10.tif,1198.264
694,FR_SCTR3_C1_F_WING_11.tif,1192.457
695,FR_SCTR3_C1_F_WING_12.tif,1146.141
696,FR_SCTR3_C1_F_WING_13.tif,1085.86
697,FR_SCTR3_C1_F_WING_14.tif,1118.07
698,FR_SCTR3_C1_F_WING_15.tif,1129.273
699,FR_SCTR3_C1_F_WING_16.tif,1186.949
700,FR_SCTR3_C1_F_WING_17.tif,1196.219
701,FR_SCTR3_C1_F_WING_18.tif,958.033
702,FR_SCTR3_C1_F_WING_19.tif,1084.22
703,FR_SCTR3_C1_F_WING_2.tif,1104.32
704,FR_SCTR3_C1_F_WING_20.tif,1125.064
705,FR_SCTR3_C1_F_WING_3.tif,1141.341
706,FR_SCTR3_C1_F_WING_4.tif,1116.919
707,FR_SCTR3_C1_F_WING_5.tif,1145.524
708,FR_SCTR3_C1_F_WING_6.tif,1153.534
709,FR_SCTR3_C1_F_WING_7.tif,1074.773
710,FR_SCTR3_C1_F_WING_8.tif,1132.027
711,FR_SCTR3_C1_F_WING_9.tif,880.619
718,FR_SCTR3_C1_M_FEMUR_1.tif,280.145
719,FR_SCTR3_C1_M_FEMUR_10.tif,236.73
720,FR_SCTR3_C1_M_FEMUR_11.tif,259.515
721,FR_SCTR3_C1_M_FEMUR_12.tif,262.574
722,FR_SCTR3_C1_M_FEMUR_13.tif,282.2
723,FR_SCTR3_C1_M_FEMUR_14.tif,261.09
724,FR_SCTR3_C1_M_FEMUR_15.tif,276.487
725,FR_SCTR3_C1_M_FEMUR_16.tif,247.881
726,FR_SCTR3_C1_M_FEMUR_17.tif,296.022
727,FR_SCTR3_C1_M_FEMUR_18.tif,305.486
728,FR_SCTR3_C1_M_FEMUR_19.tif,288.765
729,FR_SCTR3_C1_M_FEMUR_2.tif,293.641
730,FR_SCTR3_C1_M_FEMUR_20.tif,265.198
731,FR_SCTR3_C1_M_FEMUR_3.tif,291.481
732,FR_SCTR3_C1_M_FEMUR_4.tif,294.245
733,FR_SCTR3_C1_M_FEMUR_5.tif,279.029
734,FR_SCTR3_C1_M_FEMUR_6.tif,283.487
735,FR_SCTR3_C1_M_FEMUR_7.tif,301.241
736,FR_SCTR3_C1_M_FEMUR_8.tif,297.693
737,FR_SCTR3_C1_M_FEMUR_9.tif,272.809
736,FR_SCTR3_C1_M_HEAD_1.tif,433.042
737,FR_SCTR3_C1_M_HEAD_10.tif,348.105
738,FR_SCTR3_C1_M_HEAD_11.tif,408.633
739,FR_SCTR3_C1_M_HEAD_12.tif,386.35
740,FR_SCTR3_C1_M_HEAD_13.tif,416.137
741,FR_SCTR3_C1_M_HEAD_14.tif,432.906
742,FR_SCTR3_C1_M_HEAD_15.tif,408.59
743,FR_SCTR3_C1_M_HEAD_16.tif,417.203
744,FR_SCTR3_C1_M_HEAD_17.tif,445.911
745,FR_SCTR3_C1_M_HEAD_18.tif,450.608
746,FR_SCTR3_C1_M_HEAD_19.tif,425.06
747,FR_SCTR3_C1_M_HEAD_2.tif,447.166
748,FR_SCTR3_C1_M_HEAD_20.tif,375.446
749,FR_SCTR3_C1_M_HEAD_3.tif,425.381
750,FR_SCTR3_C1_M_HEAD_4.tif,422
751,FR_SCTR3_C1_M_HEAD_5.tif,405.643
