"","X","Initials","Treatment","Replicate","Generation","Cohort","Sex","Individual","Trait","Area","Mean","Min","Max","Angle","Length","scale","scale_mm","length_mm","Cohort0","length_um"
"374",374,"AW","NT","4","35",1,"F",14,"L",102,106.44,67.45,119.611,-97.407,100.841,1.86e-06,0.00186,0.18756426,0,187.56426
"375",375,"AW","NT","4","35",1,"F",15,"L",115,117.435,86,151.289,-109.552,113.547,1.86e-06,0.00186,0.21119742,0,211.19742
"376",376,"AW","NT","4","35",1,"F",16,"L",105,104.819,79,143,-90,104,1.86e-06,0.00186,0.19344,0,193.44
"377",377,"AW","NT","4","35",1,"F",17,"L",116,108.666,76.75,129.902,-141.73,114.634,1.86e-06,0.00186,0.21321924,0,213.21924
"378",378,"AW","NT","4","35",1,"F",18,"L",105,114.733,86.846,133.154,-87.797,104.077,1.86e-06,0.00186,0.19358322,0,193.58322
"379",379,"AW","NT","4","35",1,"F",19,"L",107,119.672,86.624,146.871,29.476,105.679,1.86e-06,0.00186,0.19656294,0,196.56294
"380",380,"AW","NT","4","35",1,"F",20,"L",125,113.451,93.505,136.656,-16.39,124.04,1.86e-06,0.00186,0.2307144,0,230.7144
"381",381,"AW","NT","4","35",1,"M",1,"L",109,100.579,43.333,145.417,-4.764,108.374,1.86e-06,0.00186,0.20157564,0,201.57564
"382",382,"AW","NT","4","35",1,"M",2,"L",98,108.255,78.402,134.103,-90.591,97.005,1.86e-06,0.00186,0.1804293,0,180.4293
"383",383,"AW","NT","4","35",1,"M",3,"L",104,77.751,44.432,125.576,-60.461,103.446,1.86e-06,0.00186,0.19240956,0,192.40956
"384",384,"AW","NT","4","35",1,"M",4,"L",92,88.539,42.099,136.879,-88.112,91.049,1.86e-06,0.00186,0.16935114,0,169.35114
"385",385,"AW","NT","4","35",1,"M",5,"L",107,95.537,33.548,127.368,-169.114,105.906,1.86e-06,0.00186,0.19698516,0,196.98516
"386",386,"AW","NT","4","35",1,"M",6,"L",94,93.365,66.613,127.842,109.406,93.301,1.86e-06,0.00186,0.17353986,0,173.53986
"387",387,"AW","NT","4","35",1,"M",7,"L",101,104.985,65.68,138,-29.887,100.344,1.86e-06,0.00186,0.18663984,0,186.63984
"388",388,"AW","NT","4","35",1,"M",8,"L",100,96.937,60.906,124.704,-83.019,98.732,1.86e-06,0.00186,0.18364152,0,183.64152
"389",389,"AW","NT","4","35",1,"M",9,"L",97,103.392,76.125,133.146,87.019,96.13,1.86e-06,0.00186,0.1788018,0,178.8018
"390",390,"AW","NT","4","35",1,"M",10,"L",103,92.758,47.478,137.099,-41.028,102.069,1.86e-06,0.00186,0.18984834,0,189.84834
"391",391,"AW","NT","4","35",1,"M",11,"L",97,90.953,60.416,116,115.233,96.177,1.86e-06,0.00186,0.17888922,0,178.88922
"392",392,"AW","NT","4","35",1,"M",12,"L",104,96.202,65.832,123.35,19.841,103.121,1.86e-06,0.00186,0.19180506,0,191.80506
"393",393,"AW","NT","4","35",1,"M",13,"L",89,78.097,56,114.455,149.931,87.818,1.86e-06,0.00186,0.16334148,0,163.34148
"394",394,"AW","NT","4","35",1,"M",14,"L",100,81.766,41.76,125.727,66.272,99.403,1.86e-06,0.00186,0.18488958,0,184.88958
"395",395,"AW","NT","4","35",1,"M",15,"L",103,81.752,49.298,125.699,-76.921,101.637,1.86e-06,0.00186,0.18904482,0,189.04482
"396",396,"AW","NT","4","35",1,"M",16,"L",99,94.552,58,117.071,-135.412,98.29,1.86e-06,0.00186,0.1828194,0,182.8194
"397",397,"AW","NT","4","35",1,"M",17,"L",103,89.282,55.235,134.706,-70.498,101.843,1.86e-06,0.00186,0.18942798,0,189.42798
"398",398,"AW","NT","4","35",1,"M",18,"L",99,97.638,79.905,115.433,-67.109,97.693,1.86e-06,0.00186,0.18170898,0,181.70898
"399",399,"AW","NT","4","35",1,"M",19,"L",93,78.367,50.13,105.594,-116.565,91.679,1.86e-06,0.00186,0.17052294,0,170.52294
"400",400,"AW","NT","4","35",1,"M",20,"L",92,82.846,52.002,109,-142.125,91.214,1.86e-06,0.00186,0.16965804,0,169.65804
"401",401,"AW","NT","4","35",2,"F",1,"L",110,125.737,95.276,152.046,169.413,108.853,1.86e-06,0.00186,0.20246658,1,202.46658
"402",402,"AW","NT","4","35",2,"F",2,"L",101,101.819,86.726,116.137,-135.406,99.705,1.86e-06,0.00186,0.1854513,1,185.4513
"403",403,"AW","NT","4","35",2,"F",3,"L",104,101.686,80.749,122.177,-138.918,103.479,1.86e-06,0.00186,0.19247094,1,192.47094
"404",404,"AW","NT","4","35",2,"F",4,"L",96,129.543,89.701,154.191,-70.224,94.578,1.86e-06,0.00186,0.17591508,1,175.91508
"405",405,"AW","NT","4","35",2,"F",5,"L",101,130.527,97.12,148.286,-96.911,99.725,1.86e-06,0.00186,0.1854885,1,185.4885
"406",406,"AW","NT","4","35",2,"F",6,"L",107,114.519,80.421,150.437,-155.376,105.603,1.86e-06,0.00186,0.19642158,1,196.42158
"407",407,"AW","NT","4","35",2,"F",7,"L",105,129.462,97.625,151.557,155.647,104.278,1.86e-06,0.00186,0.19395708,1,193.95708
"408",408,"AW","NT","4","35",2,"F",8,"L",117,123.659,90.207,162.534,2.468,116.108,1.86e-06,0.00186,0.21596088,1,215.96088
"409",409,"AW","NT","4","35",2,"F",9,"L",113,117.356,80,143.055,-136.45,111.759,1.86e-06,0.00186,0.20787174,1,207.87174
"410",410,"AW","NT","4","35",2,"F",10,"L",105,93.253,75.771,128.367,-110.879,103.817,1.86e-06,0.00186,0.19309962,1,193.09962
"411",411,"AW","NT","4","35",2,"F",11,"L",107,122.841,94.805,154.31,41.543,105.551,1.86e-06,0.00186,0.19632486,1,196.32486
"412",412,"AW","NT","4","35",2,"F",12,"L",100,84.238,70.485,105,-130.475,98.595,1.86e-06,0.00186,0.1833867,1,183.3867
"413",413,"AW","NT","4","35",2,"F",13,"L",107,133.852,92,159.545,-68.499,106.405,1.86e-06,0.00186,0.1979133,1,197.9133
"414",414,"AW","NT","4","35",2,"F",14,"L",107,104.335,71.155,150.777,-119.476,105.679,1.86e-06,0.00186,0.19656294,1,196.56294
"415",415,"AW","NT","4","35",2,"F",15,"L",114,103.811,70.614,133.989,-173.884,112.641,1.86e-06,0.00186,0.20951226,1,209.51226
"416",416,"AW","NT","4","35",2,"F",16,"L",111,90.647,73.207,112.542,-101.514,110.218,1.86e-06,0.00186,0.20500548,1,205.00548
"417",417,"AW","NT","4","35",2,"F",17,"L",105,107.135,72.78,135.868,-136.169,103.966,1.86e-06,0.00186,0.19337676,1,193.37676
"418",418,"AW","NT","4","35",2,"F",18,"L",115,120.886,85,151.334,-165.231,113.759,1.86e-06,0.00186,0.21159174,1,211.59174
"419",419,"AW","NT","4","35",2,"F",19,"L",105,97.056,74.269,120.857,-166.097,104.048,1.86e-06,0.00186,0.19352928,1,193.52928
"420",420,"AW","NT","4","35",2,"F",20,"L",105,109.906,92,129.852,-57.529,104.307,1.86e-06,0.00186,0.19401102,1,194.01102
"421",421,"AW","NT","4","35",2,"M",1,"L",90,106.797,46,154.056,98.403,88.955,1.86e-06,0.00186,0.1654563,1,165.4563
"422",422,"AW","NT","4","35",2,"M",2,"L",97,96.155,44.944,140.833,-76.109,95.802,1.86e-06,0.00186,0.17819172,1,178.19172
"423",423,"AW","NT","4","35",2,"M",3,"L",86,102.273,50.259,149.059,-96.044,85.475,1.86e-06,0.00186,0.1589835,1,158.9835
"424",424,"AW","NT","4","35",2,"M",4,"L",105,97.49,39.938,145.438,-56.004,103.73,1.86e-06,0.00186,0.1929378,1,192.9378
"425",425,"AW","NT","4","35",2,"M",5,"L",101,105.642,45.5,156,33.215,100.404,1.86e-06,0.00186,0.18675144,1,186.75144
"426",426,"AW","NT","4","35",2,"M",6,"L",103,96.827,61.333,145.189,36.193,101.607,1.86e-06,0.00186,0.18898902,1,188.98902
"427",427,"AW","NT","4","35",2,"M",7,"L",98,78.862,41.186,129.186,-128.29,96.83,1.86e-06,0.00186,0.1801038,1,180.1038
"428",428,"AW","NT","4","35",2,"M",8,"L",96,92.957,51.196,141.382,-70.224,94.578,1.86e-06,0.00186,0.17591508,1,175.91508
"429",429,"AW","NT","4","35",2,"M",9,"L",97,90.544,50.224,124.583,-25.233,96.177,1.86e-06,0.00186,0.17888922,1,178.88922
"430",430,"AW","NT","4","35",2,"M",10,"L",99,103.414,50.235,143.745,71.012,98.351,1.86e-06,0.00186,0.18293286,1,182.93286
"431",431,"AW","NT","4","35",2,"M",11,"L",96,83.309,31.102,126.319,-46.71,94.795,1.86e-06,0.00186,0.1763187,1,176.3187
"432",432,"AW","NT","4","35",2,"M",12,"L",94,97.832,53.434,145.947,-51.532,93.236,1.86e-06,0.00186,0.17341896,1,173.41896
"433",433,"AW","NT","4","35",2,"M",13,"L",91,115.662,52.782,154.8,17.43,90.139,1.86e-06,0.00186,0.16765854,1,167.65854
"434",434,"AW","NT","4","35",2,"M",14,"L",100,82.693,65.273,104.333,-129.289,99.489,1.86e-06,0.00186,0.18504954,1,185.04954
"435",435,"AW","NT","4","35",2,"M",15,"L",102,101.755,44.188,141.04,84.346,101.494,1.86e-06,0.00186,0.18877884,1,188.77884
"436",436,"AW","NT","4","35",2,"M",16,"L",98,92.191,49,135.958,-42.91,96.938,1.86e-06,0.00186,0.18030468,1,180.30468
"437",437,"AW","NT","4","35",2,"M",17,"L",99,93.819,70.592,113.195,-52.431,98.407,1.86e-06,0.00186,0.18303702,1,183.03702
"438",438,"AW","NT","4","35",2,"M",18,"L",105,90.654,44.986,129.136,-23.127,104.389,1.86e-06,0.00186,0.19416354,1,194.16354
"439",439,"AW","NT","4","35",2,"M",19,"L",86,89.138,42,118.616,32.005,84.906,1.86e-06,0.00186,0.15792516,1,157.92516
"440",440,"AW","NT","4","35",2,"M",20,"L",95,109.451,65.22,139.475,-26.565,93.915,1.86e-06,0.00186,0.1746819,1,174.6819
"441",441,"AW","NT","4","35",3,"F",1,"L",87,126.944,90,146.229,-11.441,85.703,1.86e-06,0.00186,0.15940758,2,159.40758
"442",442,"AW","NT","4","35",3,"F",2,"L",108,129.05,98.053,160.152,49.921,107.168,1.86e-06,0.00186,0.19933248,2,199.33248
"443",443,"AW","NT","4","35",3,"F",3,"L",92,128.541,88.207,150.183,-61.189,91.302,1.86e-06,0.00186,0.16982172,2,169.82172
"444",444,"AW","NT","4","35",3,"F",4,"L",98,122.916,86.403,155.495,51.71,96.83,1.86e-06,0.00186,0.1801038,2,180.1038
"445",445,"AW","NT","4","35",3,"F",5,"L",96,119.295,93.925,165.709,-56.646,94.578,1.86e-06,0.00186,0.17591508,2,175.91508
"446",446,"AW","NT","4","35",3,"F",6,"L",92,109.113,89.868,131,-92.517,91.088,1.86e-06,0.00186,0.16942368,2,169.42368
"447",447,"AW","NT","4","35",3,"F",7,"L",103,128.23,97.155,165,-69.969,102.181,1.86e-06,0.00186,0.19005666,2,190.05666
"448",448,"AW","NT","4","35",3,"F",8,"L",99,106.14,91.784,120.764,-154.737,98.412,1.86e-06,0.00186,0.18304632,2,183.04632
"449",449,"AW","NT","4","35",3,"F",9,"L",92,131.948,100.807,152.893,-135.444,91.22,1.86e-06,0.00186,0.1696692,2,169.6692
"450",450,"AW","NT","4","35",3,"F",10,"L",84,146.213,114,167.828,33.69,82.928,1.86e-06,0.00186,0.15424608,2,154.24608
"451",451,"AW","NT","4","35",3,"F",11,"L",90,150.617,108.139,176.66,-144.162,88.814,1.86e-06,0.00186,0.16519404,2,165.19404
"452",452,"AW","NT","4","35",3,"F",12,"L",98,109.561,82.079,139,-104.893,97.268,1.86e-06,0.00186,0.18091848,2,180.91848
"453",453,"AW","NT","4","35",3,"F",13,"L",102,123.842,95.445,160.997,-142.674,100.603,1.86e-06,0.00186,0.18712158,2,187.12158
"454",454,"AW","NT","4","35",3,"F",14,"L",103,124.726,82.326,160.706,-124.624,102.078,1.86e-06,0.00186,0.18986508,2,189.86508
"455",455,"AW","NT","4","35",3,"F",15,"L",92,124.319,98.508,150.98,73.968,90.521,1.86e-06,0.00186,0.16836906,2,168.36906
"456",456,"AW","NT","4","35",3,"F",16,"L",95,122.967,84.246,143.584,-59.349,94.154,1.86e-06,0.00186,0.17512644,2,175.12644
"457",457,"AW","NT","4","35",3,"F",17,"L",100,147.45,111.287,169.037,-30.964,99.126,1.86e-06,0.00186,0.18437436,2,184.37436
"458",458,"AW","NT","4","35",3,"F",18,"L",92,123.903,83,149.183,-113.199,91.389,1.86e-06,0.00186,0.16998354,2,169.98354
"459",459,"AW","NT","4","35",3,"F",19,"L",92,123.197,99.432,174.374,-107.241,91.093,1.86e-06,0.00186,0.16943298,2,169.43298
"460",460,"AW","NT","4","35",3,"F",20,"L",84,122.052,100.739,167.121,103.87,83.433,1.86e-06,0.00186,0.15518538,2,155.18538
"461",461,"AW","NT","4","35",3,"M",1,"L",74,91.851,41,179,-130.006,73.11,1.86e-06,0.00186,0.1359846,2,135.9846
"462",462,"AW","NT","4","35",3,"M",2,"L",88,99.47,64.897,177.901,-31.866,87.132,1.86e-06,0.00186,0.16206552,2,162.06552
"463",463,"AW","NT","4","35",3,"M",3,"L",86,99.79,61.743,141.537,-58.921,85.235,1.86e-06,0.00186,0.1585371,2,158.5371
"464",464,"AW","NT","4","35",3,"M",4,"L",89,100.479,57.174,165.93,43.152,87.727,1.86e-06,0.00186,0.16317222,2,163.17222
"465",465,"AW","NT","4","35",3,"M",5,"L",86,93.105,35.921,133.516,-50.281,84.504,1.86e-06,0.00186,0.15717744,2,157.17744
"466",466,"AW","NT","4","35",3,"M",6,"L",87,113.981,61.177,153,-53.531,85.802,1.86e-06,0.00186,0.15959172,2,159.59172
"467",467,"AW","NT","4","35",3,"M",7,"L",81,108.09,45.6,168,153.435,80.498,1.86e-06,0.00186,0.14972628,2,149.72628
"468",468,"AW","NT","4","35",3,"M",8,"L",88,106.527,65.323,162.296,-14.676,86.833,1.86e-06,0.00186,0.16150938,2,161.50938
"469",469,"AW","NT","4","35",3,"M",9,"L",91,123.335,64.457,179.975,-12.804,90.244,1.86e-06,0.00186,0.16785384,2,167.85384
"470",470,"AW","NT","4","35",3,"M",10,"L",87,102.478,48.765,152.791,-52.595,85.604,1.86e-06,0.00186,0.15922344,2,159.22344
"471",471,"AW","NT","4","35",3,"M",11,"L",83,109.229,52,155.048,-46.975,82.073,1.86e-06,0.00186,0.15265578,2,152.65578
"472",472,"AW","NT","4","35",3,"M",12,"L",96,102.074,39.972,145.704,63.705,94.81,1.86e-06,0.00186,0.1763466,2,176.3466
"473",473,"AW","NT","4","35",3,"M",13,"L",82,119.59,51.864,185.148,-131.987,80.722,1.86e-06,0.00186,0.15014292,2,150.14292
"474",474,"AW","NT","4","35",3,"M",14,"L",98,91.906,49.105,149.112,-65.556,96.664,1.86e-06,0.00186,0.17979504,2,179.79504
"475",475,"AW","NT","4","35",3,"M",15,"L",70,110.536,60,180,72.35,69.26,1.86e-06,0.00186,0.1288236,2,128.8236
"476",476,"AW","NT","4","35",3,"M",16,"L",77,99.576,47.789,145,-47.121,76.42,1.86e-06,0.00186,0.1421412,2,142.1412
"477",477,"AW","NT","4","35",3,"M",17,"L",87,125.501,84.75,184,21.181,85.796,1.86e-06,0.00186,0.15958056,2,159.58056
"478",478,"AW","NT","4","35",3,"M",18,"L",93,98.325,46.348,185,-4.97,92.347,1.86e-06,0.00186,0.17176542,2,171.76542
"479",479,"AW","NT","4","35",3,"M",19,"L",86,118.992,47.129,165.894,-95.377,85.376,1.86e-06,0.00186,0.15879936,2,158.79936
"480",480,"AW","NT","4","35",3,"M",20,"L",92,113.794,57.097,168.755,-169.919,91.411,1.86e-06,0.00186,0.17002446,2,170.02446
"481",481,"AW","SCT","1","35",1,"F",1,"L",139,107.813,88.594,135.507,-94.557,138.438,1.48e-06,0.00148,0.20488824,0,204.88824
"482",482,"AW","SCT","1","35",1,"F",2,"L",131,128.349,88.91,150.654,-35.64,130.43,1.48e-06,0.00148,0.1930364,0,193.0364
"483",483,"AW","SCT","1","35",1,"F",3,"L",138,90.684,62.248,142.051,-103.935,137.033,1.48e-06,0.00148,0.20280884,0,202.80884
"484",484,"AW","SCT","1","35",1,"F",4,"L",133,86.118,67.75,112.558,-161.017,132.189,1.48e-06,0.00148,0.19563972,0,195.63972
"485",485,"AW","SCT","1","35",1,"F",5,"L",139,90.732,70.826,144,-123.46,137.844,1.48e-06,0.00148,0.20400912,0,204.00912
"486",486,"AW","SCT","1","35",1,"F",6,"L",132,126.833,98.483,167.034,-121.866,130.698,1.48e-06,0.00148,0.19343304,0,193.43304
"487",487,"AW","SCT","1","35",1,"F",7,"L",130,116.806,88.465,133.18,-66.626,128.55,1.48e-06,0.00148,0.190254,0,190.254
"488",488,"AW","SCT","1","35",1,"F",8,"L",128,116.124,97.134,157,-17.435,126.827,1.48e-06,0.00148,0.18770396,0,187.70396
"489",489,"AW","SCT","1","35",1,"F",9,"L",144,133.99,92.925,160.085,-37.03,142.801,1.48e-06,0.00148,0.21134548,0,211.34548
"490",490,"AW","SCT","1","35",1,"F",10,"L",106,123.024,100.925,148.938,-122.179,105.152,1.48e-06,0.00148,0.15562496,0,155.62496
"491",491,"AW","SCT","1","35",1,"F",11,"L",126,103.198,75.308,122.094,-130.799,125.495,1.48e-06,0.00148,0.1857326,0,185.7326
"492",492,"AW","SCT","1","35",1,"F",12,"L",135,100.751,78.102,127.483,-128.326,133.843,1.48e-06,0.00148,0.19808764,0,198.08764
"493",493,"AW","SCT","1","35",1,"F",13,"L",131,134.858,113.046,171,-67.788,129.619,1.48e-06,0.00148,0.19183612,0,191.83612
"494",494,"AW","SCT","1","35",1,"F",14,"L",136,114.594,94.644,129.711,1.697,135.059,1.48e-06,0.00148,0.19988732,0,199.88732
"495",495,"AW","SCT","1","35",1,"F",15,"L",131,119.168,80.9,137.015,-1.322,130.035,1.48e-06,0.00148,0.1924518,0,192.4518
"496",496,"AW","SCT","1","35",1,"F",16,"L",120,92.18,65.3,131.021,11.121,119.239,1.48e-06,0.00148,0.17647372,0,176.47372
"497",497,"AW","SCT","1","35",1,"F",17,"L",125,78.174,57.153,97.774,-95.069,124.487,1.48e-06,0.00148,0.18424076,0,184.24076
"498",498,"AW","SCT","1","35",1,"F",18,"L",127,118.634,82.03,136.056,-114.331,126.21,1.48e-06,0.00148,0.1867908,0,186.7908
"499",499,"AW","SCT","1","35",1,"F",19,"L",121,115.757,83.552,130.875,39.256,120.104,1.48e-06,0.00148,0.17775392,0,177.75392
"500",500,"AW","SCT","1","35",1,"F",20,"L",141,150.332,113.505,172,-42.109,140.186,1.48e-06,0.00148,0.20747528,0,207.47528
"501",501,"AW","SCT","1","35",1,"M",1,"L",118,106.695,72.284,165,-61.899,116.765,1.48e-06,0.00148,0.1728122,0,172.8122
"502",502,"AW","SCT","1","35",1,"M",2,"L",127,88.681,39.746,119.463,-80.388,125.766,1.48e-06,0.00148,0.18613368,0,186.13368
"503",503,"AW","SCT","1","35",1,"M",3,"L",125,106.844,78.771,168,-72.591,123.665,1.48e-06,0.00148,0.1830242,0,183.0242
"504",504,"AW","SCT","1","35",1,"M",4,"L",129,103.449,41.732,144.48,-61.032,128.016,1.48e-06,0.00148,0.18946368,0,189.46368
"505",505,"AW","SCT","1","35",1,"M",5,"L",121,79.229,52.283,107.267,0.477,120.004,1.48e-06,0.00148,0.17760592,0,177.60592
"506",506,"AW","SCT","1","35",1,"M",6,"L",126,97.153,55.4,142.056,1.833,125.064,1.48e-06,0.00148,0.18509472,0,185.09472
"507",507,"AW","SCT","1","35",1,"M",7,"L",130,83.092,36.123,173,-159.027,128.515,1.48e-06,0.00148,0.1902022,0,190.2022
"508",508,"AW","SCT","1","35",1,"M",8,"L",123,77.458,44.886,108.281,-66.371,122.25,1.48e-06,0.00148,0.18093,0,180.93
"509",509,"AW","SCT","1","35",1,"M",9,"L",126,154.704,56.152,244.848,-90.458,125.004,1.48e-06,0.00148,0.18500592,0,185.00592
"510",510,"AW","SCT","1","35",1,"M",10,"L",119,81.902,29.238,178,-105.68,118.406,1.48e-06,0.00148,0.17524088,0,175.24088
"511",511,"AW","SCT","1","35",1,"M",11,"L",132,92.451,73.57,126.16,-70.875,131.244,1.48e-06,0.00148,0.19424112,0,194.24112
"512",512,"AW","SCT","1","35",1,"M",12,"L",122,103.344,42.149,167.585,-119.1,121.314,1.48e-06,0.00148,0.17954472,0,179.54472
"513",513,"AW","SCT","1","35",1,"M",13,"L",126,94.336,39.408,136.438,-48.252,124.652,1.48e-06,0.00148,0.18448496,0,184.48496
"514",514,"AW","SCT","1","35",1,"M",14,"L",123,112.813,60.459,165.238,-90.47,122.004,1.48e-06,0.00148,0.18056592,0,180.56592
"515",515,"AW","SCT","1","35",1,"M",15,"L",145,70.29,30.137,99.878,-8.412,143.544,1.48e-06,0.00148,0.21244512,0,212.44512
"516",516,"AW","SCT","1","35",1,"M",16,"L",114,73.293,30.885,129,-84.391,112.539,1.48e-06,0.00148,0.16655772,0,166.55772
"517",517,"AW","SCT","1","35",1,"M",17,"L",121,81.967,30.75,166.136,-140.072,119.971,1.48e-06,0.00148,0.17755708,0,177.55708
"518",518,"AW","SCT","1","35",1,"M",18,"L",119,65.914,35,99.673,-24.605,117.686,1.48e-06,0.00148,0.17417528,0,174.17528
"519",519,"AW","SCT","1","35",1,"M",19,"L",115,107.613,75.184,165,-107.324,114.18,1.48e-06,0.00148,0.1689864,0,168.9864
"520",520,"AW","SCT","1","35",1,"M",20,"L",119,62.997,28.647,126,-106.28,117.72,1.48e-06,0.00148,0.1742256,0,174.2256
"521",521,"AW","SCT","1","35",2,"F",1,"L",101,116.024,78.01,153.432,-130.539,100.005,1.86e-06,0.00186,0.1860093,1,186.0093
"522",522,"AW","SCT","1","35",2,"F",2,"L",85,107.864,80,172,-73.496,84.481,1.86e-06,0.00186,0.15713466,1,157.13466
"523",523,"AW","SCT","1","35",2,"F",3,"L",110,127.905,86.658,183.44,17.103,108.812,1.86e-06,0.00186,0.20239032,1,202.39032
"524",524,"AW","SCT","1","35",2,"F",4,"L",106,118.94,78.112,186,-157.59,104.924,1.86e-06,0.00186,0.19515864,1,195.15864
"525",525,"AW","SCT","1","35",2,"F",5,"L",96,114.346,73.042,187.168,-149.657,95.016,1.86e-06,0.00186,0.17672976,1,176.72976
"526",526,"AW","SCT","1","35",2,"F",6,"L",91,125.121,90.086,180,-119.427,89.554,1.86e-06,0.00186,0.16657044,1,166.57044
"527",527,"AW","SCT","1","35",2,"F",7,"L",100,119.235,94.736,152.799,-121.759,98.793,1.86e-06,0.00186,0.18375498,1,183.75498
"528",528,"AW","SCT","1","35",2,"F",8,"L",99,128.369,90.33,178.474,-101.195,97.862,1.86e-06,0.00186,0.18202332,1,182.02332
"529",529,"AW","SCT","1","35",2,"F",9,"L",104,123.176,87.181,182,-25.821,103.315,1.86e-06,0.00186,0.1921659,1,192.1659
"530",530,"AW","SCT","1","35",2,"F",10,"L",99,101.539,76.869,168.748,-159.717,98.082,1.86e-06,0.00186,0.18243252,1,182.43252
"531",531,"AW","SCT","1","35",2,"F",11,"L",113,101.94,74.175,134,173.32,111.759,1.86e-06,0.00186,0.20787174,1,207.87174
"532",532,"AW","SCT","1","35",2,"F",12,"L",106,126.259,93.279,147.443,-76.759,104.785,1.86e-06,0.00186,0.1949001,1,194.9001
"533",533,"AW","SCT","1","35",2,"F",13,"L",104,125.016,93.142,150.87,-104.574,103.325,1.86e-06,0.00186,0.1921845,1,192.1845
"534",534,"AW","SCT","1","35",2,"F",14,"L",104,130.624,83.127,191.445,-152.19,102.883,1.86e-06,0.00186,0.19136238,1,191.36238
"535",535,"AW","SCT","1","35",2,"F",15,"L",107,135.204,99.19,183.714,-76.884,105.759,1.86e-06,0.00186,0.19671174,1,196.71174
"536",536,"AW","SCT","1","35",2,"F",16,"L",110,123.157,98.075,171.081,-161.232,108.784,1.86e-06,0.00186,0.20233824,1,202.33824
"537",537,"AW","SCT","1","35",2,"F",17,"L",105,118.064,92.479,146.328,-144.782,104.043,1.86e-06,0.00186,0.19351998,1,193.51998
"538",538,"AW","SCT","1","35",2,"F",18,"L",96,107.955,81.863,129.765,-51.809,95.425,1.86e-06,0.00186,0.1774905,1,177.4905
"539",539,"AW","SCT","1","35",2,"F",19,"L",100,116.454,91.147,185,-155.508,98.899,1.86e-06,0.00186,0.18395214,1,183.95214
"540",540,"AW","SCT","1","35",2,"F",20,"L",104,108.904,72.395,138.069,-140.906,103.078,1.86e-06,0.00186,0.19172508,1,191.72508
"541",541,"AW","SCT","1","35",2,"M",1,"L",97,108.487,70.047,168,-99.56,96.338,1.86e-06,0.00186,0.17918868,1,179.18868
"542",542,"AW","SCT","1","35",2,"M",2,"L",98,89.553,38.146,129.575,14.893,97.268,1.86e-06,0.00186,0.18091848,1,180.91848
"543",543,"AW","SCT","1","35",2,"M",3,"L",92,90.03,64.124,116.505,-52.125,91.214,1.86e-06,0.00186,0.16965804,1,169.65804
"544",544,"AW","SCT","1","35",2,"M",4,"L",95,95.965,45.881,134.735,-112.479,94.154,1.86e-06,0.00186,0.17512644,1,175.12644
"545",545,"AW","SCT","1","35",2,"M",5,"L",100,105.601,52.157,139.53,-73.578,99.04,1.86e-06,0.00186,0.1842144,1,184.2144
"546",546,"AW","SCT","1","35",2,"M",6,"L",103,92.432,44.059,127.333,-4.485,102.313,1.86e-06,0.00186,0.19030218,1,190.30218
"547",547,"AW","SCT","1","35",2,"M",7,"L",96,90.786,43.726,140.9,152.354,94.826,1.86e-06,0.00186,0.17637636,1,176.37636
"548",548,"AW","SCT","1","35",2,"M",8,"L",86,82.619,41.679,124.963,-133.091,84.9,1.86e-06,0.00186,0.157914,1,157.914
"549",549,"AW","SCT","1","35",2,"M",9,"L",95,95.465,80.079,174,-73.887,93.68,1.86e-06,0.00186,0.1742448,1,174.2448
"550",550,"AW","SCT","1","35",2,"M",10,"L",90,107.235,57.084,141.344,97.125,88.685,1.86e-06,0.00186,0.1649541,1,164.9541
"551",551,"AW","SCT","1","35",2,"M",11,"L",96,119.527,74.886,180.537,14.036,94.831,1.86e-06,0.00186,0.17638566,1,176.38566
"552",552,"AW","SCT","1","35",2,"M",12,"L",98,99.659,72.294,126.597,172.875,96.747,1.86e-06,0.00186,0.17994942,1,179.94942
"553",553,"AW","SCT","1","35",2,"M",13,"L",102,99.587,66.099,129.088,-73.899,100.96,1.86e-06,0.00186,0.1877856,1,187.7856
"554",554,"AW","SCT","1","35",2,"M",14,"L",99,88.706,37.137,135,-145.342,98.473,1.86e-06,0.00186,0.18315978,1,183.15978
"555",555,"AW","SCT","1","35",2,"M",15,"L",95,99.412,72,129.894,175.741,94.26,1.86e-06,0.00186,0.1753236,1,175.3236
"556",556,"AW","SCT","1","35",2,"M",16,"L",90,101.846,66.65,137.743,-42.274,89.196,1.86e-06,0.00186,0.16590456,1,165.90456
"557",557,"AW","SCT","1","35",2,"M",17,"L",97,87.258,42.188,141.844,-88.21,96.047,1.86e-06,0.00186,0.17864742,1,178.64742
"558",558,"AW","SCT","1","35",2,"M",18,"L",98,92.973,51.381,127.687,-97.125,96.747,1.86e-06,0.00186,0.17994942,1,179.94942
"559",559,"AW","SCT","1","35",2,"M",19,"L",92,111.649,67.538,146.138,-134.556,91.22,1.86e-06,0.00186,0.1696692,1,169.6692
"560",560,"AW","SCT","1","35",2,"M",20,"L",86,99.637,58.158,124.353,-23.552,85.088,1.86e-06,0.00186,0.15826368,1,158.26368
"561",561,"AW","SCT","1","35",3,"F",1,"L",114,121.068,95.327,151.284,-41.76,112.61,1.48e-06,0.00148,0.1666628,2,166.6628
"562",562,"AW","SCT","1","35",3,"F",2,"L",106,106.261,87.143,140.981,-90.546,105.005,1.48e-06,0.00148,0.1554074,2,155.4074
