"treatment","replicate","cohort","sex","individual","femur","head","tarsus","thorax","tibia","wing","thorax_c"
"NT","3",2,"M","19",8.90311848079465,9.46946275558629,7.30867474228001,9.56924924323325,8.69828871374385,10.6789275792238,-0.186923246068677
"NT","3",2,"M","2",8.70615504463726,9.28234004882284,6.95119044042205,9.40666197658982,8.52783065332011,10.5645507249429,-0.349510512712108
"NT","3",2,"M","20",8.83824324087725,9.47310335399079,7.22003929307951,9.49848933096463,8.52944376423311,10.6752875430468,-0.257683158337294
"NT","3",2,"M","3",8.77899480432385,9.38517673381101,7.23504381485286,9.52809599593253,8.67613568396399,10.6438541604987,-0.2280764933694
"NT","3",2,"M","4",8.89992004703533,9.44052388850653,7.16219963633637,9.46052464650334,8.70340252083391,10.7263513537121,-0.295647842798591
"NT","3",2,"M","5",8.83472122074304,9.4828494490425,7.00139769761516,9.50713699782047,8.60955993977923,10.7130262549063,-0.249035491481461
"NT","3",2,"M","6",8.53628304846537,9.28772115097014,6.97034120714336,9.3058877106453,8.40563761467753,10.5142238828038,-0.450284778656627
"NT","3",2,"M","7",8.98928860914688,9.49686349960228,7.17761074263556,9.58404404649193,8.75087933223667,10.7358520361378,-0.172128442809992
"NT","3",2,"M","8",8.7675569278423,9.34688684601408,7.18258826982273,9.47362430791107,8.55728537338369,10.6311240664841,-0.282548181390856
"NT","3",2,"M","9",8.82342816667738,9.38898403829922,7.10660496851623,9.43965855346256,8.6184564669668,10.6427317219378,-0.316513935839367
"NT","4",0,"F","1",9.25081035626013,9.77588520060684,7.62225447954304,10.1178082247451,8.98867598856573,11.1469109059408,0.361635735443206
"NT","4",0,"F","10",9.27582235438548,9.86818572102898,7.68995048015613,10.1162327630873,9.08262305985394,11.1767369796569,0.360060273785342
"NT","4",0,"F","11",9.03165102367992,9.85664039768478,7.6246359172389,10.1234988804387,9.08243002373353,11.160431623897,0.367326391136734
"NT","4",0,"F","12",9.28706840218176,9.91960096665339,7.71230989629703,10.0797619965346,9.0071249249857,11.2100810303786,0.32358950723269
"NT","4",0,"F","13",9.23517740143785,9.81363622585166,7.73426505128061,10.0949803877323,9.0015600031962,11.1866751636609,0.33880789843041
"NT","4",0,"F","14",9.25564300912805,9.86605369863653,7.72907628990156,10.0818210482668,9.03573170803877,11.1640309749818,0.325648558964874
"NT","4",0,"F","15",9.25116268855506,9.90813469693383,7.76907697624925,10.0820092144706,9.07256074251898,11.1640309749818,0.325836725168632
"NT","4",0,"F","16",9.25516003251359,9.87704490103799,7.79453674605181,10.0777993230687,8.98183502022278,11.1627112409142,0.321626833766762
"NT","4",0,"F","17",9.23428213503291,9.88900334515515,7.83518544520906,10.1227866689409,9.06238257820517,11.1176971289334,0.366614179638995
"NT","4",0,"F","18",9.22336070646054,9.88085234368923,7.79786874615458,10.093271705145,9.05149502255305,11.1669924688763,0.337099215843121
"NT","4",0,"F","19",9.21641703282814,9.80354617363066,7.76756308511444,10.0803495347219,9.05161639171852,11.1598371132248,0.324177045420008
"NT","4",0,"F","2",9.21298914547137,9.75996351858189,7.73046683944622,10.0550408589476,9.05897048287948,11.1411813444741,0.298868369645691
"NT","4",0,"M","21",9.24051961962981,9.68527114498181,7.51397983297732,9.98218792185699,9.11804246396377,11.0098082631414,0.226015432555059
"NT","4",0,"F","3",9.22842471788557,9.80023931400797,7.57901117046248,10.0380740341494,8.99153617616824,11.1282491819364,0.281901544847482
"NT","4",0,"F","4",9.32962866462507,9.89343975846825,7.81337678023874,10.1167017152448,9.06678775732517,11.1691067694919,0.360529225942916
"NT","4",0,"F","5",9.34058872424199,9.94168260195655,7.83977264009755,10.1035374796084,9.08525863482262,11.1674825440806,0.347364990306437
"NT","4",0,"F","6",9.17130408219628,9.87176742938937,7.65321733333543,10.1585205789149,8.96251452101587,11.1875705427457,0.402348089612937
"NT","4",0,"F","7",9.30853086336474,9.88560607026716,7.77034348522835,10.1170303743476,9.07726290734432,11.1749182271957,0.360857885045665
"NT","4",0,"F","8",9.30883553114791,9.86339143427102,7.56201467421861,10.1348848918501,9.08262305985394,11.1918360958077,0.378712402548143
"NT","4",0,"F","9",9.52906608016129,9.8751431197935,7.67218109461416,10.0925935633518,9.07717845336478,11.1793532113609,0.336421074049843
"NT","4",0,"M","1",9.20622696039737,9.78621546955115,7.56834822904311,9.92932376413476,8.98191462963526,10.9705364650368,0.173151274832831
"NT","4",0,"M","10",9.22301498891121,9.79336993519721,7.48057873797454,9.98062441598289,8.99514815460275,11.0105043338754,0.224451926680965
"NT","4",0,"M","11",9.13500899054353,9.7054834759293,7.42783583735845,9.91468847388741,8.92443327713264,10.9636396370162,0.158515984585481
"NT","4",0,"M","12",9.20122561682763,9.76329286981125,7.49796243563996,9.89534576574137,8.97484946589175,11.0200966452567,0.139173276439442
"NT","4",0,"M","13",9.13886028510935,9.74054608152911,7.5063992727886,9.89252533490366,8.97532404277235,10.9809324730639,0.136352845601738
"NT","4",0,"M","14",9.1878753972214,9.80285536580917,7.82608532048999,9.9865377008738,9.12051776120917,11.0219277274971,0.230365211571874
"NT","4",0,"M","15",9.19978890795448,9.75151453779878,7.64335932138293,9.91643335265492,8.95716866512506,10.9516200210524,0.16026086335299
"NT","4",0,"M","16",9.17904655054918,9.71998899150365,7.4991940308909,9.91049548029652,8.95123381083318,10.9382609575751,0.15432299099459
"NT","4",0,"M","17",9.19995317568616,9.77509526658791,7.6013200400667,9.86901813564197,9.00139769761516,10.9617868283634,0.112845646340045
"NT","4",0,"M","18",9.25326168568914,9.72945566362709,7.58016148842226,9.89135323523246,8.84142912417579,10.9984940565991,0.13518074593053
"NT","4",0,"M","19",9.22127616583558,9.74552815859609,7.6188455920905,9.86907552584622,8.99422759038582,10.9349531749889,0.112903036544298
"NT","4",0,"M","2",9.05092849807106,9.77325653646399,7.56772602419726,9.89434232431017,9.01975806665611,10.9866686265999,0.138169835008243
"NT","4",0,"M","20",9.24931198331366,9.75262858567578,7.59018087502496,9.99344859736426,8.94622676735687,11.0223354660281,0.237276108062332
"NT","4",0,"M","3",9.16025927619719,9.74878179116375,7.72530241706568,9.87864490894735,8.99023343594142,10.9774457308757,0.122472419645428
"NT","4",0,"M","4",9.17608073010815,9.76875709912399,7.76613389335358,9.91070458330334,8.9277266683331,10.9678058060803,0.154532094001414
"NT","4",0,"M","5",9.19305152997134,9.74336646580602,7.52473016385136,9.94981817812631,8.99257436118717,10.9312475677438,0.193645688824379
"NT","4",0,"M","6",9.05323872351662,9.78125324081669,7.56201467421861,9.92330064437801,8.99981557097059,10.9561587053736,0.167128155076085
"NT","4",0,"M","7",9.16539506875589,9.7264717266533,7.46315030981137,9.90912580342999,8.99061857880602,10.9318095106795,0.152953314128068
"NT","4",0,"M","8",9.21058159849017,9.7261105776952,7.42909760852561,9.99990467717949,9.02825274953545,NA,0.243732187877564
"NT","4",0,"M","9",9.21884189002324,9.78162523839875,7.65080253478576,9.88745728783251,9.03311668774823,10.9398040925233,0.131284798530586
"NT","4",1,"F","1",9.10478816523943,9.79918252796195,7.41553433083811,9.99133319484273,8.78162523839875,11.0822864673087,0.235160705540807
"NT","4",1,"F","10",9.06482487937577,9.71149076495302,7.51903588395671,9.92184072325071,8.81086938520237,10.9708694124059,0.165668233948782
"NT","4",1,"F","11",9.13824610184512,9.69862460126726,7.5963367759973,9.98763235033641,8.90658385497779,11.0199519190897,0.231459861034484
"NT","4",1,"F","12",9.20784787695462,9.73127211307687,7.67647676833232,9.98477499840016,9.03350591463144,11.0789670757268,0.228602509098232
"NT","4",1,"F","13",8.97556926851745,9.64983414633572,7.62251322594639,9.89468345995113,8.82217186107427,11.0027806365884,0.138510970649206
"NT","4",1,"F","14",8.95096272437061,9.60205223584288,7.47144486435545,9.82361178009475,8.78982745248316,10.9592269011016,0.067439290792823
"NT","4",1,"F","15",9.19943749472962,9.7860331130728,7.6622138166355,10.0311894925429,8.93033067755864,11.0681531857311,0.275017003240942
"NT","4",1,"F","16",9.05560577118285,9.7544906714361,7.5674431150796,9.91165213699923,8.88085803592788,11.0127243110606,0.155479647697302
"NT","4",1,"F","17",9.08195474783014,9.67385424966792,7.67079903250217,9.93541776274652,8.87494880280603,11.0142884601478,0.179245273444598
"NT","4",1,"F","18",9.11424164559177,9.770054622324,7.55202585224701,9.86776358942791,8.82995281341544,11.0353200671952,0.111591100125979
"NT","4",1,"F","19",9.10324720455928,9.76732909029747,7.50518858649701,9.92593747466326,8.90445747139707,11.0432890805871,0.169764985361333
"NT","4",1,"F","2",9.00124584682956,9.62066353150535,7.46802364305854,9.80631809002275,8.82323268155088,10.9907267168755,0.0501456007208247
"NT","4",1,"F","20",9.18561909926051,9.77490843600481,7.57934794383879,9.93111976043891,8.92016330908911,11.1115821361027,0.174947271136988
"NT","4",1,"F","3",9.00173799477573,9.67411047533526,7.4740582925249,9.90496696977811,8.87919494731266,11.0123216414561,0.148794480476187
"NT","4",1,"F","4",9.25177906309897,9.75296138837768,7.63450072245666,10.0437670955926,8.94819472897321,11.1105254534712,0.287594606290661
"NT","4",1,"F","5",8.97591571210888,9.79917048035389,7.65321733333543,9.86706838253452,8.92278099332498,11.0413677958496,0.110895893232595
"NT","4",1,"F","6",9.20914057998609,9.60907552974127,7.45549592836378,9.9042082555661,8.80431768517942,11.0230048878999,0.148035766264176
"NT","4",1,"F","7",9.46802743208129,9.83461542718167,8.19275808492785,9.9926138712386,9.53746431961219,11.1338367868071,0.236441381936672
"NT","4",1,"F","8",8.83672982581251,9.51064708548321,7.35640354719333,9.67892757922377,8.70128954993837,10.7613648226778,-0.0772449100781571
"NT","4",1,"F","9",9.21322425421065,9.76650672855324,7.5880347328414,9.95254785804262,8.99644121245946,11.0699093363489,0.196375368740698
"NT","4",1,"M","1",9.12746254863024,9.68951832685651,7.649012175917,9.77407812553463,8.88726462249555,10.8482908492608,0.017905636232701
"NT","4",1,"M","10",9.01782846171893,9.66025850043339,7.58525673453624,9.80275922719894,8.7596973335447,10.7876992980552,0.0465867378970124
"NT","4",1,"M","11",9.15371124998807,9.64772816333572,7.46961415764132,9.76520600910048,8.88206997118405,10.8739625264086,0.00903351979855671
"NT","4",1,"M","12",9.07328821628067,9.71765800081684,7.40439474797285,9.79301910288642,8.91835083959714,10.9181913774399,0.0368466135844905
"NT","4",1,"M","13",9.18854240118201,9.67308858649931,7.48057873797454,9.8326156457338,8.85651304317503,10.9270142892647,0.0764431564318713
"NT","4",1,"M","14",9.00950110459765,9.52219241539463,7.28648411334589,9.6872579741254,8.78476205622512,10.7903199844396,-0.0689145151765302
"NT","4",1,"M","15",9.0351896471491,9.66666799617391,7.35807285975886,9.81312027089533,8.92769360629623,10.8898549508857,0.056947781593399
"NT","4",1,"M","16",8.96556655994738,9.49200479606287,7.4151098908642,9.65241062655128,8.77799263567537,10.8416674896022,-0.103761862750646
"NT","4",1,"M","17",9.12066238407525,9.7511689459306,7.41621003311175,9.89190692386604,8.88987474969014,10.9424041401063,0.135734434564117
"NT","4",1,"M","18",9.04061639946188,9.58854368515622,7.51337778922611,9.76552359148103,8.78148498828001,10.8514386698558,0.00935110217909951
"NT","4",1,"M","19",9.10317889605906,9.73194440904437,7.54783019921739,9.87112572738842,8.9615998018368,10.9414833993249,0.114953238086496
"NT","4",1,"M","2",8.99357494913449,9.58634274503599,7.42976698952156,9.60691259661031,8.8307957897703,10.7842767523592,-0.149259892691612
"NT","4",1,"M","20",9.08525863482262,9.67695874046521,7.55942792498423,9.75863519974164,8.94354231808834,10.9032810187211,0.00246271043971547
"NT","4",1,"M","3",8.97806712881135,9.50651364487576,7.19491168294067,9.64910909922214,8.72841214573773,10.7586894091761,-0.107063390079791
"NT","4",1,"M","4",9.05665934660533,9.61939837888767,7.51121717458252,9.71424388770749,8.87911516200437,10.83641433108,-0.0419286015944405
"NT","4",1,"M","5",9.06526074874641,9.56201822425765,7.43779090671747,9.73112688125397,8.78476205622512,10.8088887481693,-0.0250456080479555
"NT","4",1,"M","6",9.24991151924912,9.65708458865525,7.09998919350072,9.79662316499634,9.06104684236009,10.9279098733885,0.0404506756944176
"NT","4",1,"M","7",9.12251227746033,9.69601295489567,7.42919102917195,9.88034564447923,8.89935256673285,10.9313039093038,0.124173155177305
"NT","4",1,"M","8",9.0363553374433,9.63980155167962,7.3556664712761,9.76498705237908,8.88153525202044,10.8277428216332,0.00881456307715744
"NT","4",1,"M","9",8.88904296587278,9.56831641825924,7.35622340785215,9.69036626488538,8.8239493308871,10.7457813433268,-0.0658062244165425
"NT","4",2,"F","1",8.85720756759745,9.36548773107956,7.27075721810243,9.53996815980768,8.67398893806379,10.7327504354988,-0.216204329494246
"NT","4",2,"F","10",8.84709826425853,9.51997187274355,7.33172907027832,9.66692550120475,8.60947749849228,10.7871329806691,-0.0892469880971749
"NT","4",2,"F","11",8.89869490937985,9.5548399759188,7.41235585934119,9.73136366475628,8.79722950226343,10.8089425976553,-0.0248088245456426
"NT","4",2,"F","12",8.78825628889468,9.39150335273251,7.32128022483394,9.6472296318009,8.63615405568257,10.7596493531105,-0.108942857501022
"NT","4",2,"F","13",8.95647203056656,9.57234373679648,7.37864891830679,9.77811183244474,8.66211445770097,10.8292686384072,0.0219393431428099
"NT","4",2,"F","14",8.87468014504309,9.52776158353956,7.1234844472098,9.77473689810005,8.83091364930903,10.8882645024754,0.0185644087981256
"NT","4",2,"F","15",8.74699351364912,9.51345856578488,7.42022628132006,9.65849312676166,8.69832747398783,10.7412987232828,-0.0976793625402692
"NT","4",2,"F","16",8.81669535594436,9.51749163814916,7.16100010808091,9.66351809595903,8.61476480201155,10.8167623042485,-0.0926543933428938
"NT","4",2,"F","17",8.84142912417579,9.53129081243241,7.31214042413859,9.62216595038211,8.63946850676855,10.8256906077424,-0.134006538919815
"NT","4",2,"F","18",8.55742783434598,9.2874721106196,7.27075721810243,9.45558001152401,8.43697813165985,10.5920648262698,-0.300592477777917
"NT","4",2,"F","19",8.87276379346523,9.50905331929682,7.35668190012257,9.60278060907352,8.55832501507077,10.8165733532677,-0.153391880228407
"NT","4",2,"F","2",8.78126543897974,9.49023359072584,7.08118704464057,9.64413756815235,8.59082131173274,10.7189035750625,-0.112034921149579
"NT","4",2,"F","3",8.73268893467318,9.36766659929924,7.14123362042432,9.55280850101818,8.56126897241634,10.7176245370605,-0.203363988283746
"NT","4",2,"F","4",8.86693619786964,9.47764216173346,7.28290447929535,9.63867090496349,8.67524323571782,10.7847407610476,-0.11750158433844
"NT","4",2,"F","5",8.74260237290781,9.438351841427,7.24551502019224,9.62113725191324,8.49038655948901,10.6998689641588,-0.135035237388689
"NT","4",2,"F","6",8.70594300407905,9.43289960892599,7.04847774182643,9.54523223505407,8.49731654086671,10.6950631219627,-0.210940254247859
"NT","4",2,"F","7",8.84224788362053,9.54279868331358,7.30469161836347,9.67898650468738,8.50447203138575,10.826135575786,-0.0771859846145428
"NT","4",2,"F","8",8.79263792972207,9.41551468359576,7.27878034600933,9.59390465196528,8.66271050869081,10.7077363337973,-0.162267837336646
"NT","4",2,"F","9",8.91975888789483,9.51422204799673,7.26476716587649,9.65466627225853,8.68745976103574,10.83068234087,-0.101506217043395
"NT","4",2,"M","1",8.75581039475841,9.31559780058804,7.08850075286304,9.42999264101525,8.56446212701185,10.5233469880836,-0.326179848286678
"NT","4",2,"M","10",8.95422322489162,9.51541784725445,7.23427767958204,9.5854523466249,8.68355571227732,10.6845539117571,-0.170720142677022
"NT","4",2,"M","11",8.66938269117554,9.24215122652745,7.16403448330367,9.29428800875341,8.47628277159507,10.5179949803785,-0.461884480548514
"NT","4",2,"M","12",8.79191160687489,9.53750042887496,7.18872634801904,9.6057489801063,8.65205713353304,10.7631647222712,-0.15042350919563
"NT","4",2,"M","13",8.85967620894218,9.52598644664459,7.26351028032504,9.57831281683525,8.69632996603396,10.6938615858282,-0.177859672466674
"NT","4",2,"M","15",8.95397975442948,9.4421797121374,7.18236658957631,9.56350492250083,8.69498380608906,10.7468373632886,-0.1926675668011
"NT","4",2,"M","2",8.81786129997196,9.47259732010498,7.24388721526885,9.6084706477666,8.77468788352368,10.7452327202416,-0.147701841535325
"NT","4",2,"M","3",8.79621578044571,9.49905682683913,7.07407506933584,9.50931845560746,8.6337375257364,10.7011154784237,-0.246854033694467
"NT","4",2,"M","4",8.91375125889068,9.49676321714218,7.30057832253765,9.63104284832721,8.76087931509668,10.7746863517913,-0.125129640974716
"NT","4",2,"M","5",8.65928316624118,9.33845973709096,6.90958901688661,9.4914867104712,8.53374383682563,10.5902261326055,-0.26468577883073
"NT","4",2,"M","6",8.91072131023469,9.47904915536578,7.21823831034633,9.54512807544134,8.67361440749172,10.7073881173968,-0.21104441386059
"NT","4",2,"M","7",8.84766337247463,9.3259037681287,7.12411937272165,9.46288035331482,8.58629038386811,10.6147151736697,-0.293292135987103
"NT","4",2,"M","8",8.71616890945104,9.36355815054891,7.08186066424398,9.39622619385372,8.47037092967731,10.5470412572859,-0.359946295448202
"NT","4",2,"M","9",8.73648130853284,9.37691043242429,7.23899275140478,9.48253814144566,8.60330163629848,10.6230816241552,-0.273634347856269
"SCT","1",0,"F","1",9.24845633151974,9.83175900923696,7.63777854922945,9.96868446424027,8.97650713889305,11.0922224160461,0.212511974938348
"SCT","1",0,"F","10",9.23592080743267,9.84818459048564,7.92939531669664,10.0686105403177,8.97274665270438,11.0951742052003,0.312438051015823
"SCT","1",0,"F","11",9.19188656816721,9.79993831420907,7.69994801191988,10.0510069142774,8.97331268561056,11.102714068422,0.294834424975518
"SCT","1",0,"F","12",9.20127576176918,9.96099684625032,7.59044543769396,10.0862438841086,8.90109924250583,11.1388376744701,0.330071394806641
"SCT","1",0,"F","13",8.95825884390886,9.79546106071161,7.54926353469627,10.0650378205204,9.03092276279434,11.0939347964254,0.30886533121843
"SCT","1",0,"F","14",9.15339555509228,9.86248082020337,7.68272008636485,10.0891290877371,8.83577285698128,11.1479897652205,0.332956598435155
"SCT","1",0,"F","15",9.25003932924927,9.86216081614646,7.87588585525448,10.0985875009123,9.08439876997181,11.1222330185149,0.34241501161042
"SCT","1",0,"F","16",9.13307948097989,9.77641770269622,7.64602776388881,10.065816666825,9.03517941762724,11.1455931777265,0.309644177523094
"SCT","1",0,"F","17",9.18767753674762,9.83481819135967,7.58984662123942,9.93614654883202,8.9061923881555,11.0711608185936,0.179974059530089
"SCT","1",0,"F","18",9.32605010580235,9.89460734576625,7.61702877622309,10.0800173695332,9.033454706567,11.1382306248586,0.323844880231283
"SCT","1",0,"F","19",9.15463437891634,9.72419561193907,7.70011577240927,9.99615221473211,8.8799925578094,11.0129645603515,0.23997972543018
"SCT","1",0,"F","2",9.18514897685234,9.87368510402888,7.71044057277234,10.1592106772025,9.09959793294429,11.1391970226894,0.403038187900528
"SCT","1",0,"F","20",9.19490710422827,9.84772453070727,7.71044057277234,10.0922052082259,8.98413661255243,11.1514291532632,0.336032718923978
"SCT","1",0,"F","3",9.16797711786392,9.77701118028069,7.72958209936976,9.95538050022178,8.98729135298102,NA,0.199208010919852
"SCT","1",0,"F","4",9.27571845499104,9.82385754857722,7.82166784622981,10.0397702918198,8.99283247396698,11.1526390198275,0.2835978025179
"SCT","1",0,"F","5",9.21373503152905,9.80968282433657,7.61839501656242,9.98840920606581,8.99644646642778,11.0860217061885,0.232236716763881
"SCT","1",0,"F","6",9.26207312193766,9.71864881360186,7.85328490731763,10.0622821899244,9.08776611654489,11.1331607252452,0.30610970062245
"SCT","1",0,"F","7",9.14342275655181,9.76175743860558,7.74519989002284,10.0354683737048,9.01734177315416,11.1264270404297,0.279295884402922
"SCT","1",0,"F","8",9.2011663523768,9.86249811569805,7.77112988257192,10.0098342905208,9.02932648346394,11.1415567388022,0.25366180121889
"SCT","1",0,"F","9",9.15552397989304,9.70873237831456,7.69275470443258,9.83672982581251,8.8962246128214,NA,0.0805573365105801
"SCT","1",0,"M","1",9.02187610680724,9.80929705660773,7.59740408885515,9.83892610408703,8.95883598126479,10.971250402463,0.0827536147850996
"SCT","1",0,"M","10",9.11459991074689,9.74774592142171,7.58016148842226,9.87244892516898,8.93263348097301,10.8894631615156,0.11627643586705
"SCT","1",0,"M","11",9.20689915802147,9.76622325932957,7.58634623571294,9.95132054774422,9.07229656880035,NA,0.195148058442291
"SCT","1",0,"M","12",9.12911206651892,9.7093992314437,7.80219127783428,9.8063930138129,8.92608367078409,10.8740568950578,0.0502205245109746
"SCT","1",0,"M","13",9.1614266171511,9.75304224473144,7.55202585224701,10.0126087174171,8.98789399132984,11.0071940249145,0.256436228115126
"SCT","1",0,"M","14",9.16127196359808,9.75025007848364,7.55464016852109,9.87953683438021,8.98824277219284,10.9458635971395,0.123364345078279
"SCT","1",0,"M","15",9.23309204076214,9.69990606874928,7.61657763282966,9.88719945045511,9.07901545315915,10.9155347813685,0.131026961153182
"SCT","1",0,"M","16",9.17697111659936,9.75728085178051,7.6069194791227,9.89301084180713,8.95282135447699,10.9067893325453,0.136838352505205
"SCT","1",0,"M","17",9.21203022850838,9.74130812882048,7.56194367160326,9.83686187289227,8.95119586179474,10.9159084438972,0.0806893835903484
"SCT","1",0,"M","18",9.16295351661683,9.71475811672349,7.63240603070482,9.90227186658981,8.96692393116892,10.947518205214,0.146099377287882
"SCT","1",0,"M","19",9.13105167191846,9.73603455339129,7.54175138870894,9.92843181135082,9.02935216109336,10.9480018569386,0.172259322048896
"SCT","1",0,"M","2",9.23817539062669,9.73817583229127,7.49735366908886,9.79624596102441,8.86041540103759,10.9027092525173,0.0400734717224793
"SCT","1",0,"M","20",9.12731860587609,9.73763845307899,7.52759798402564,9.84687973524438,8.98003998905568,10.9186960494481,0.0907072459424558
"SCT","1",0,"M","3",9.19073903289317,9.75713821484901,7.56215666896695,9.84385772961769,8.93417578659082,10.9632821683771,0.0876852403157624
"SCT","1",0,"M","4",9.13848418840683,9.68974904134152,7.58289332228433,9.81635907969404,8.98057660812601,10.9322751117243,0.0601865903921137
"SCT","1",0,"M","5",9.07713870860484,9.70429702389993,7.51719137953353,9.98683127534638,8.94563367809889,10.938735418346,0.230658786044456
"SCT","1",0,"F","21",9.22825918629603,9.87733879665138,7.73997506630641,10.0140601092468,8.98186686451493,11.099366794825,0.257887619944837
"SCT","1",0,"M","7",9.1368072230486,9.68059947269952,7.47024987282464,9.72591412538849,8.94617780591788,10.9025312300171,-0.0302583639134379
"SCT","1",0,"M","8",9.14761604127842,9.73571355936863,7.74274645416672,9.94217912439624,8.93746345731054,10.901058548245,0.18600663509431
"SCT","1",0,"M","9",9.06575657789956,9.67169423330817,7.53198329939425,9.84462841721768,8.79988111714708,10.8522256416983,0.0884559279157529
"SCT","1",1,"F","1",9.07493613171449,9.66924757203819,7.48874409592893,9.91315301413173,8.9018119075917,11.0534521189294,0.156980524829802
"SCT","1",1,"F","10",9.16730053558047,9.71793205570631,7.66585226022377,9.90792801430214,8.87054680483683,11.078944747134,0.151755525000214
"SCT","1",1,"F","11",9.0071249249857,9.5716844640255,7.4991940308909,9.85325299560776,8.82451174009461,10.9759676714729,0.0970805063058329
"SCT","1",1,"F","12",9.07723806845177,9.51637084221959,7.33172907027832,9.85331391735044,8.86949727380615,10.9526196220254,0.0971414280485181
"SCT","1",1,"F","13",8.99755987593148,9.55494343673216,7.30867474228001,9.7134034793929,8.66531699255327,10.8631249374317,-0.0427690099090299
"SCT","1",1,"F","14",9.10482715554833,9.55441892090441,7.3717633813909,9.80959312011583,8.777026472868,10.9032179673891,0.0534206308139051
"SCT","1",1,"F","15",8.8932422468988,9.44102199335616,7.22541085935524,9.6635445665777,8.75730565676389,10.8064769238387,-0.0926279227242262
"SCT","1",1,"F","16",9.17217416364894,9.71898636285179,7.60058747249824,9.9095918068785,9.06553623042478,11.0761124179075,0.153419317576571
"SCT","1",1,"F","17",9.19479721077117,9.68628444402382,7.52524009166531,9.91452443569585,8.8928527877294,10.9759170444236,0.158351946393923
"SCT","1",1,"F","18",9.05486427850096,9.66736117427072,7.36700840768903,9.77180842006963,8.89222039820584,11.0223522376139,0.015635930767699
"SCT","1",1,"F","19",9.0798339022422,9.54272672862812,7.5699449357807,9.90318293768066,8.76782166681743,11.0036670088708,0.14701044837873
"SCT","1",1,"F","2",9.15198586507038,9.57027324263464,7.53401171382971,10.0191194617637,8.87494880280603,11.05478859455,0.262946972461734
"SCT","1",1,"F","20",9.00489630821453,9.63765728094943,7.33134589097967,9.7349328052577,8.73702855233372,10.9558304512642,-0.0212396840442235
"SCT","1",1,"F","3",9.13698835296817,9.76482049966367,7.60528051446578,9.95413125199055,8.87982737469944,11.1078153061798,0.197958762688625
"SCT","1",1,"F","4",8.83868288944529,9.42049258983421,7.3397689805481,9.60809246770548,8.56322118434138,10.7222304482153,-0.148080021596442
"SCT","1",1,"F","5",8.79026998117178,9.4377096498139,7.17079202434838,9.69833070396115,8.60872844098181,10.8162549074327,-0.0578417853407753
"SCT","1",1,"F","6",9.20736224711614,9.77614229512038,7.61241499583213,10.0395816339149,8.92039593841002,11.1166473342774,0.283409144612943
"SCT","1",1,"F","7",9.2354890553744,9.84213094643048,7.83633654735852,10.0125983265235,9.01369155769516,NA,0.256425837221569
"SCT","1",1,"F","8",9.00670764753706,9.63864397400074,7.52163760006623,10.0050764999948,8.80760324307004,11.0310163802939,0.248904010692867
"SCT","1",1,"F","9",9.1267138894301,9.83466538621906,7.59999285177968,10.0838227692915,8.82217186107427,11.1595391794487,0.327650279989623
"SCT","1",1,"M","1",8.94588944373461,9.44263482707033,7.26445304713063,9.56408286637701,8.71164438751062,10.7170395927304,-0.192089622924914
"SCT","1",1,"M","10",8.98923052697927,9.49607962506727,7.30469161836347,9.62746132271133,8.78508448764345,10.809074221271,-0.128711166590593
"SCT","1",1,"M","11",9.12008380560432,9.6279633396966,7.49144570294665,9.78509057056253,8.90432306820705,10.9045386672571,0.0289180812605991
"SCT","1",1,"M","12",9.07111467152951,9.65345725822914,7.45217454850385,9.7472558082134,8.73894541290089,10.8702429208321,-0.0089166810885235
"SCT","1",1,"M","13",8.94110947902665,9.64920601601619,7.41141040840896,9.82067709218989,8.97275733462635,10.9089136801561,0.064504602887963
"SCT","1",1,"M","14",8.68995048015613,9.34297492028752,7.22618171654006,9.72740269380184,8.58176619211409,10.7521712455277,-0.0287697955000912
"SCT","1",1,"M","15",9.15279695870589,9.68937858042433,7.3717633813909,9.77059235262372,8.85640883566802,10.8879048520885,0.0144198633217947
"SCT","1",1,"M","16",8.94590032637295,9.52438403873019,7.40959656045522,9.85624382505322,8.8277930192254,10.960988769242,0.100071335751299
"SCT","1",1,"M","17",8.56779674280912,9.37354044113153,7.11897421455087,9.39548129948939,8.62559418672095,10.5523814918765,-0.360691189812538
"SCT","1",1,"M","18",9.12273853385924,9.70087367758299,7.50797754445998,9.83280692117868,8.95270221388901,10.9284455802445,0.0766344318767498
"SCT","1",1,"M","19",8.9387217473083,9.51763442215058,7.32429725923497,9.64123041710217,8.76097209987419,10.7569087258425,-0.114942072199755
"SCT","1",1,"M","2",8.88867501734363,9.49031567354214,7.26992288841697,9.60360519454171,8.66222706397644,10.6918367913056,-0.152567294760214
"SCT","1",1,"M","20",8.81884210449647,9.34851780587019,7.16403448330367,9.43033105209318,8.49707147063348,10.572082884126,-0.325841437208746
"SCT","1",1,"M","3",9.12235339537844,9.63299420287317,7.40456897215804,9.77113295359621,8.81195645813828,10.8543738339452,0.0149604642942851
"SCT","1",1,"M","4",NA,9.66511208446668,7.37249228113796,9.73856852675281,8.78925135564302,10.8630745135726,-0.0176039625491171
"SCT","1",1,"M","5",8.89956048146556,9.56240512615275,7.3717633813909,9.66374638907597,8.67942509639468,10.8244643877723,-0.0924261002259534
"SCT","1",1,"M","6",9.0251194578369,9.55700753403903,7.31460359964567,9.72007171703246,8.86921038384054,10.8459848779277,-0.0361007722694708
